route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10
28,1422,22546.0::45009.0::271.0403523932978,45729.0::69789.0::233.18020257826888,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1423,22581.0::45782.0::276.6904356060606,46442.0::69842.0::236.40460588793923,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1415,22620.0::45120.0::271.21037463976944,45840.0::69900.0::233.20441988950276,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1831,22691.0::45191.0::271.21037463976944,45911.0::69971.0::233.20441988950276,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1830,20460.0::29580.0::164.34782608695653,29880.0::38820.0::200.33557046979865,39420.0::50940.0::277.1875,51540.0::61140.0::112.125,61380.0::71700.0::185.2325581395349,72360.0::86520.0::254.57142857142858,0::0::0,0::0::0,0::0::0,0::0::0
28,1832,23896.0::45151.0::275.742766407904,46651.0::77236.0::243.37949101796409,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1833B,23940.0::44520.0::273.32361516034985,45240.0::77280.0::247.45664739884393,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1451,24011.0::45335.0::276.1857062464828,46835.0::77351.0::243.22634730538923,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1450,24069.0::44692.0::273.2635164622024,45412.0::77409.0::247.17288053949903,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1454,24120.0::44760.0::273.3139534883721,45480.0::77460.0::247.10982658959537,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1449,24149.0::44803.0::273.4587973273942,45523.0::77489.0::247.10982658959537,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1456,24209.0::45613.0::276.700056064287,47113.0::77549.0::243.05389221556885,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,6477,24240.0::45660.0::276.890756302521,47160.0::77580.0::243.05389221556885,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1458,24290.0::45735.0::277.35194684075543,47235.0::77630.0::243.15993013972056,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1152,24360.0::45840.0::317.5977653631285,47340.0::77700.0::319.4219653179191,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1153,24446.0::45926.0::317.782635009311,47426.0::77783.0::319.84590740473095,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1459,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1460,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,6450,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,1462,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,6055,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,6056,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
28,9983,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1528,21600.0::29760.0::148.53658536585365,30180.0::37380.0::161.5,37800.0::45600.0::210.0,46200.0::54660.0::283.1914893617021,55140.0::64200.0::130.13245033112582,64500.0::75120.0::141.52542372881356,76140.0::86220.0::267.6190476190476,0::0::0,0::0::0,0::0::0
29,1552,24045.0::39727.0::220.38043616885602,40327.0::56249.0::290.48875769375707,56609.0::72187.0::198.16420593144178,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1553,24120.0::39840.0::221.45038167938932,40440.0::56400.0::290.7518796992481,56760.0::72300.0::197.72200772200773,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1554,24171.0::37971.0::207.4513768115942,38631.0::54291.0::301.7241379310345,54891.0::72351.0::197.62886597938143,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1550,24213.0::39933.0::221.15655216284986,40533.0::56493.0::290.7518796992481,56853.0::72393.0::197.72200772200773,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1385,24300.0::38100.0::207.1304347826087,38760.0::55020.0::301.66051660516604,55500.0::72480.0::196.4310954063604,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1578,24397.0::38207.0::207.2375814627082,38867.0::54537.0::301.8857689853223,55137.0::72577.0::197.31077981651376,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3910,24464.0::40200.0::221.14037874936452,40800.0::56777.0::291.0459097452588,57137.0::72644.0::197.13887276713743,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1557,24530.0::38353.0::207.45717282789553,39013.0::54696.0::302.1241790473761,55296.0::72710.0::196.91334558401286,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1558,24598.0::38428.0::207.6291395516992,39088.0::54777.0::302.24491682070243,55377.0::72778.0::196.72148152405035,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1559,24658.0::38494.0::207.7927869326395,39154.0::54850.0::302.39449541284404,55450.0::72838.0::196.53416149068323,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1560,24688.0::38527.0::207.8898403063805,39187.0::54885.0::302.4399923557141,55485.0::72868.0::196.46335500201346,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1561,24781.0::40549.0::221.8904109589041,41149.0::57157.0::291.7151424287856,57517.0::72961.0::196.11655011655012,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,6454,24900.0::40680.0::222.319391634981,41280.0::57300.0::292.02247191011236,57660.0::73080.0::195.75875486381324,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1563,24960.0::40752.0::222.49240121580547,41352.0::57372.0::292.02247191011236,57732.0::73140.0::195.58878504672896,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3216,25025.0::38910.0::209.1942743968311,39570.0::55290.0::302.9770992366412,55890.0::73205.0::195.57681201270574,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1565,25119.0::39023.0::209.7204401611047,39683.0::55403.0::302.9770992366412,56003.0::73299.0::195.368177613321,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1566,25200.0::41040.0::217.95454545454547,41640.0::57660.0::250.8988764044944,58020.0::73380.0::191.015625,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1567,25284.0::41733.0::220.7716274545565,42333.0::58501.0::246.12759772389907,58861.0::73464.0::190.99031021023077,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1568,25384.0::41244.0::217.63058007566204,41844.0::58285.0::249.79992092938386,58645.0::73564.0::190.09320329780817,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3219,25489.0::41961.0::220.5662943176299,42561.0::58437.0::248.19198790627362,58797.0::73669.0::189.44916621839698,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1569B,25580.0::41462.0::217.55351970784537,42062.0::57867.0::253.6859538120848,58209.0::73760.0::188.50173622275094,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1570,25647.0::41537.0::217.60484581497798,42137.0::57956.0::253.82833933876984,58306.0::73827.0::188.14319309322852,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1571,25740.0::42240.0::220.6909090909091,42840.0::58800.0::249.02255639097746,59160.0::73920.0::188.0487804878049,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3358,26631.0::52551.0::288.0327868852459,53151.0::74009.0::319.86282400284057,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3359,26751.0::52671.0::288.0327868852459,53271.0::74105.0::319.51274149579234,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3062,26820.0::53340.0::288.3510638297872,53940.0::74160.0::320.0369003690037,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,6442,26880.0::52800.0::288.0327868852459,53400.0::74220.0::319.3238434163701,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,6447,21180.0::48060.0::286.9491525423729,48660.0::74280.0::311.218836565097,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,2301,21255.0::49950.0::281.0245343839542,50550.0::74393.0::318.03797975749075,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,2595,21300.0::48900.0::287.37704918032784,49440.0::74460.0::316.3129973474801,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,2594,19560.0::33360.0::206.0,33600.0::46560.0::264.72222222222223,47160.0::59940.0::241.83098591549296,60180.0::73080.0::216.69767441860466,73980.0::87000.0::245.91836734693877,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1820,21900.0::45960.0::303.18435754189943,46560.0::72240.0::321.3829787234043,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,2296,22003.0::46132.0::301.21387283236993,46732.0::72378.0::321.34379432624115,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,6445,22080.0::46260.0::301.21387283236993,46860.0::72480.0::322.5773195876289,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3072,22200.0::46380.0::302.3342939481268,46980.0::72600.0::322.5773195876289,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3353,22245.0::46447.0::302.5967757412916,47047.0::72667.0::322.5773195876289,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3354,22320.0::46560.0::303.1034482758621,47160.0::72780.0::322.5773195876289,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1508,22380.0::39300.0::228.29787234042553,39960.0::56520.0::277.17391304347825,56880.0::72840.0::184.73684210526315,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1509,22450.0::40059.0::232.60278834686807,40719.0::57353.0::271.1493326920765,57727.0::72939.0::184.70654746252958,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,2680,22560.0::40213.0::233.49257916501443,40873.0::57529.0::271.61671469740634,57925.0::73093.0::184.35759493670886,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1512,22621.0::40298.0::234.0295581829496,40958.0::57626.0::271.88336933045355,58034.0::73178.0::184.1933438985737,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1513,22680.0::40380.0::234.61016949152543,41040.0::57720.0::272.158273381295,58140.0::73260.0::184.04761904761904,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1514,22737.0::40452.0::244.48510011778563,41112.0::57806.0::281.7262489517192,58226.0::72252.0::177.00399258519892,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1515,22791.0::39139.0::235.75076923076924,39859.0::56447.0::294.48227634434534,56807.0::72319.0::177.95977307890666,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1516,22871.0::39239.0::236.19692307692307,39959.0::56567.0::294.60693641618496,56927.0::72419.0::177.7738187451588,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,6451,22920.0::40680.0::245.40636042402826,41340.0::57720.0::284.2857142857143,58080.0::72480.0::177.5,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1518,23729.0::40129.0::237.18950064020487,40799.0::57119.0::290.7352941176471,57479.0::72579.0::177.35099337748343,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1519,23813.0::39512.0::231.9741604665192,40232.0::56871.0::295.1211310775888,57231.0::72673.0::177.1973190001295,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1520,23876.0::40308.0::238.367812420138,40995.0::57315.0::290.7352941176471,57675.0::72742.0::176.9654543041083,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1521,23913.0::39634.0::232.87607924503044,40354.0::57004.0::295.3783783783784,57364.0::72784.0::176.96504539559015,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1522,23982.0::39719.0::233.55341980343653,40439.0::57097.0::295.5698163044783,57457.0::72860.0::176.8049405959878,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,3899,24035.0::39783.0::234.0719535008017,40503.0::57167.0::295.71579452712433,57527.0::72919.0::176.71205821205822,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1529,24099.0::41292.0::245.48866751964906,41952.0::58332.0::284.2857142857143,58692.0::72990.0::176.34788082249267,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1379,24180.0::40680.0::241.3740458015267,41400.0::58080.0::288.3453237410072,58440.0::73080.0::176.31147540983608,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1540,24247.0::41489.0::246.84521929291702,42149.0::58529.0::284.2857142857143,58889.0::73147.0::175.95188666012064,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1525,24301.0::40841.0::241.98102791878173,41561.0::57881.0::290.7352941176471,58241.0::73201.0::175.9625668449198,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1526,24360.0::41640.0::247.52727272727273,42300.0::58680.0::284.2857142857143,59040.0::73260.0::175.56962025316454,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
29,1527,24434.0::40274.0::237.113213811421,40994.0::57399.0::299.26927765925024,57699.0::73309.0::175.42761050608584,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
32,2177,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1824,24240.0::39300.0::199.24302788844622,39780.0::54960.0::220.67193675889328,55320.0::70920.0::183.23076923076923,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,6433,24360.0::39420.0::199.24302788844622,39900.0::55440.0::219.72972972972974,55800.0::71040.0::183.30708661417322,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1729,24406.0::39969.0::200.84331427102742,40389.0::55869.0::219.06976744186048,56289.0::71109.0::182.5506072874494,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1233,24480.0::40080.0::201.46153846153845,40500.0::55980.0::219.06976744186048,56400.0::71220.0::182.5506072874494,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1706,24619.0::39766.0::200.54693998811646,40246.0::55786.0::219.72972972972974,56146.0::71386.0::183.13805774278217,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1728,24707.0::40773.0::202.20453130835304,41253.0::56673.0::218.17120622568095,56973.0::71493.0::182.99070247933884,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1733,24780.0::39960.0::200.98814229249012,40440.0::55980.0::219.72972972972974,56340.0::71580.0::183.0708661417323,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1712,24878.0::40958.0::201.78470149253732,41438.0::56858.0::218.17120622568095,57158.0::71678.0::182.77747933884297,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1713,24960.0::40140.0::200.0395256916996,40620.0::56160.0::219.72972972972974,56520.0::71760.0::182.83464566929135,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1714,25079.0::41175.0::206.7368911530815,41655.0::57109.0::218.50194124498512,57409.0::71895.0::181.99903354963413,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1715,25157.0::41265.0::206.6973553513782,41745.0::57221.0::218.73507366244507,57521.0::71985.0::181.56858407079645,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1716,24415.0::40478.0::212.45305982693145,40958.0::56942.0::219.68243243243242,57362.0::72098.0::180.43485342019545,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2291B,24540.0::39720.0::211.6600790513834,40200.0::56040.0::223.1818181818182,56400.0::72240.0::180.6818181818182,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1718B,24588.0::39792.0::211.8752959747435,40272.0::56124.0::223.28993186979562,56484.0::72300.0::180.3938416793121,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1719,24653.0::39889.0::212.2494092937779,40369.0::56597.0::222.48410155287158,56957.0::72381.0::180.09005446058092,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1720B,24732.0::39588.0::212.93699515347333,40008.0::56016.0::225.13943028485758,56376.0::72480.0::179.84208892200695,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1731,24780.0::39660.0::213.38709677419354,40080.0::56100.0::225.2808988764045,56460.0::72540.0::179.77611940298507,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2058,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2725,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2727,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2728,21600.0::46200.0::233.33333333333334,47100.0::72780.0::257.7936962750716,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1751,23220.0::39840.0::208.4837545126354,40260.0::56460.0::218.88888888888889,56880.0::73260.0::204.28571428571428,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1756B,23278.0::39432.0::207.2325120713136,39912.0::56127.0::219.19287696577243,56547.0::73318.0::203.9297895176197,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1757,23334.0::39983.0::208.08532043966605,40403.0::56632.0::219.48860065315176,57052.0::73374.0::203.30627374096312,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1758B,23426.0::39617.0::207.34738434932987,40097.0::56349.0::219.99950775289196,56769.0::73466.0::202.86359825118285,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2290B,23160.0::39240.0::204.40298507462686,39660.0::55980.0::212.86764705882354,56400.0::73500.0::200.73684210526315,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1760,23232.0::39366.0::204.84008925251024,39786.0::56106.0::212.95367647058825,56526.0::73608.0::200.63265425594193,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1779,23285.0::40779.0::206.4111695438436,41259.0::57819.0::208.43864734299518,58179.0::73688.0::203.32868012121995,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1762,23359.0::39109.0::204.8095873015873,39589.0::55309.0::215.83594147582698,55669.0::72959.0::197.62870987280436,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1278,23400.0::39180.0::205.20912547528516,39660.0::55740.0::215.1492537313433,56100.0::73020.0::197.95539033457248,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1764,23484.0::39292.0::205.43724696356276,39772.0::55492.0::215.95419847328245,55852.0::73132.0::197.40751515151516,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1777B,23580.0::39420.0::206.36363636363637,39900.0::55980.0::215.1492537313433,56400.0::73260.0::197.01492537313433,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1769,23671.0::39534.0::206.07385110004412,40014.0::55734.0::215.95419847328245,56117.0::73374.0::196.83155307398192,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1983,23753.0::40536.0::207.1762795686111,41016.0::56960.0::213.63572503763172,57380.0::73476.0::196.6098850874902,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,4367B,23820.0::39720.0::206.37735849056602,40200.0::55920.0::215.95419847328245,56340.0::73560.0::196.20437956204378,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,1776,23937.0::40737.0::207.0952380952381,41217.0::57177.0::213.8345864661654,57597.0::73677.0::196.6753585397653,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,6432,24000.0::39900.0::205.9245283018868,40380.0::56520.0::215.7992565055762,56940.0::73740.0::203.35714285714286,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,4952,24120.0::40560.0::207.8102189781022,40980.0::56280.0::216.11764705882354,56700.0::71820.0::193.8095238095238,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2752,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2753,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
34,2009,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1830,21960.0::37800.0::217.84810126582278,38040.0::53700.0::196.89655172413794,54000.0::69900.0::262.3018867924528,70560.0::88140.0::219.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1846,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1847,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1302,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1840,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1850,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1851,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1852,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1853,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1854,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1148C,21300.0::35700.0::265.24229074889865,36180.0::49920.0::298.0349344978166,50580.0::65640.0::281.71314741035854,66300.0::85740.0::227.61904761904762,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1802,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1803B,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1804,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1805,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1806,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1807,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,6473,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1809,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1810,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1811,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1812,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1813,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1814B,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1815,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1816,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,5287,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1818,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1819,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1834,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1821,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
35,1822,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
