route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10
2,8012,21767.0::36463.0::153.6787561241154,36773.0::52069.0::215.60211820083683,52519.0::66476.0::170.03256430465,66786.0::82021.0::241.09828998931243,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8022,21848.0::37824.0::154.19479218828243,38134.0::53503.0::221.05742078209383,53953.0::69350.0::162.48908878352927,69660.0::82102.0::262.4414694894147,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8032,21905.0::36621.0::153.8368442511552,36931.0::52214.0::215.5009814826932,52664.0::66629.0::170.1093089867526,66939.0::82159.0::241.00691868758915,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8042,21971.0::37953.0::154.17375797772493,38263.0::54082.0::221.16957456223528,54532.0::69489.0::160.70365046466537,69799.0::82225.0::262.35515766969536,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8052,22046.0::37398.0::154.02364512767068,37714.0::53260.0::218.35044384407564,53710.0::68949.0::164.76674978673142,69259.0::82300.0::256.71281986318724,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8062,22106.0::37154.0::154.06333067517278,37464.0::52873.0::216.89970147316504,53323.0::67154.0::168.07682018653747,67464.0::82360.0::242.87448890186917,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8072,20906.0::35719.0::154.30824551409856,36029.0::51634.0::210.02624158923422,52084.0::66337.0::164.88560303094084,66647.0::82467.0::237.2530095759234,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8082,20986.0::35808.0::154.41403970682416,36118.0::51717.0::209.98663375857427,52167.0::66424.0::164.95858174931612,66734.0::82547.0::237.21648532128927,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8092,21061.0::35891.0::154.50483607140316,36201.0::51796.0::209.96149406861173,52246.0::66505.0::164.99547654113192,66815.0::82622.0::237.18782090778393,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8102,21122.0::37195.0::154.57730005227393,37505.0::53209.0::212.72249108507387,53659.0::67499.0::161.74284682080926,67809.0::82683.0::242.76195699868364,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8112,21195.0::36033.0::154.60007818608287,36343.0::51934.0::209.93640561862614,52384.0::66645.0::165.03558656475704,66955.0::82756.0::237.15913293610026,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8122,21281.0::36124.0::154.66185874662497,36434.0::52022.0::209.91801385681293,52472.0::66734.0::165.0557425326041,67044.0::82842.0::237.14570489108098,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8132,21364.0::37451.0::154.73580101840972,37761.0::53460.0::212.69230524237213,53910.0::67752.0::161.78478543563068,68062.0::82925.0::242.71466734977676,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8142,21430.0::36902.0::154.77831054886758,37212.0::52628.0::212.5548780487805,53078.0::67201.0::162.94544360263401,67511.0::82991.0::238.89250700280112,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
2,8152,21500.0::36978.0::154.84489088313276,37288.0::52701.0::212.53620320508662,53151.0::67276.0::162.986796460177,67586.0::83061.0::238.86952714535903,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8381,21450.0::37903.0::202.08210667176448,38338.0::53188.0::225.0,53638.0::69106.0::193.88363072148954,69486.0::82384.0::276.8830051170724,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8743,21517.0::38413.0::202.67073624194347,38863.0::53713.0::225.0,54163.0::69560.0::192.86643501980905,69940.0::82451.0::279.4589161537847,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8753,21588.0::38052.0::202.35755221599592,38487.0::53337.0::225.0,53787.0::69257.0::193.9075630252101,69637.0::82522.0::276.7724097788126,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8763,21673.0::39480.0::204.11946383527894,39930.0::55230.0::225.0,55670.0::70482.0::189.90014852822037,70862.0::82607.0::285.19476372924646,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8471,20376.0::38061.0::201.10976362402025,38511.0::53811.0::225.0,54251.0::69057.0::189.83459408347966,69497.0::81310.0::285.8505460086346,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8461,20438.0::37671.0::200.39549869849535,38123.0::52973.0::225.0,53423.0::68726.0::191.56482389074037,69119.0::81372.0::283.4858810087326,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8441,20523.0::38216.0::201.17781136265498,38666.0::53966.0::225.0,54406.0::69213.0::189.847200648342,69653.0::81457.0::285.76541850220264,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8431,20590.0::37841.0::200.57311814319235,38291.0::53141.0::225.0,53591.0::68515.0::191.61705976949878,68895.0::81524.0::280.6308892232164,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8421,20665.0::37921.0::200.62051477114238,38371.0::53221.0::225.0,53671.0::68595.0::191.61705976949878,68975.0::81599.0::280.59054182509504,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8411,20735.0::37998.0::200.6878841645016,38448.0::53298.0::225.0,53748.0::68673.0::191.62951423785594,69053.0::81669.0::280.5008719086874,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8401,20798.0::38069.0::200.84954715308126,38519.0::53369.0::225.0,53819.0::68746.0::191.65461914651303,69126.0::81732.0::280.3957639219419,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8301,20873.0::38148.0::200.9434243019059,38598.0::53448.0::225.0,53898.0::68827.0::191.6782436867841,69207.0::81807.0::280.3364285714286,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8311,20944.0::39577.0::202.99921287388491,40027.0::55245.0::223.9612301222237,55617.0::70122.0::190.98355739400208,70513.0::81878.0::288.3776946766388,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8321,21016.0::39208.0::202.5818671454219,39658.0::55326.0::223.99106459024765,55698.0::70205.0::191.00865099607086,70585.0::81950.0::288.3776946766388,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8331,21079.0::38380.0::201.50208609899488,38830.0::53680.0::225.0,54130.0::69068.0::191.78778953005758,69448.0::82013.0::279.9842021488261,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8341,21142.0::38450.0::201.65822064956402,38900.0::53750.0::225.0,54200.0::69520.0::191.76788511749348,69913.0::82076.0::282.5762147496506,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8351,21209.0::38526.0::201.84663719608463,38976.0::53826.0::225.0,54276.0::69597.0::191.77968148293192,69990.0::82143.0::282.46889656874845,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8361,21302.0::39523.0::203.18683911822689,39973.0::55641.0::223.99106459024765,56019.0::70491.0::190.4384328358209,70871.0::82236.0::288.3776946766388,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8371,21381.0::38711.0::201.96205808080808,39161.0::54011.0::225.0,54461.0::69789.0::191.86403966597078,70182.0::82315.0::282.2784554520729,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8764,21223.0::40112.0::209.00840207760464,40562.0::57246.0::220.2627667226085,57626.0::70555.0::190.1353933018795,74060.0::81860.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8754,21291.0::38830.0::208.55623625510523,40180.0::56554.0::221.79760596066936,56934.0::70623.0::190.12787639710717,74128.0::81928.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8744,21357.0::38904.0::208.7354455818627,40254.0::54654.0::225.0,55106.0::69929.0::190.03862241111787,70309.0::81994.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8382,21434.0::38985.0::208.83044515602435,40335.0::54735.0::225.0,55187.0::70010.0::190.03862241111787,70386.0::82071.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8372,21506.0::38615.0::187.95264976247765,39065.0::54815.0::225.0,55267.0::70090.0::190.03862241111787,70458.0::82143.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8362,21583.0::38699.0::187.9131105081401,39149.0::55733.0::224.200714103545,56114.0::70915.0::189.7696439429768,74420.0::82220.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8352,21666.0::38791.0::187.91079682011463,39241.0::56206.0::223.40146280734515,56587.0::70998.0::189.64683228089655,74503.0::82303.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8342,21739.0::38868.0::187.99316334072432,39318.0::55068.0::225.0,55520.0::70340.0::190.00182186234818,70691.0::82376.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8332,21802.0::38939.0::188.12077666317927,39389.0::55139.0::225.0,55591.0::70403.0::189.90588711855253,70754.0::82439.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8322,21865.0::39008.0::188.2150941075163,39458.0::55208.0::225.0,55660.0::70466.0::189.83797109280022,70817.0::82502.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8312,21938.0::39090.0::188.40654377880185,39540.0::56510.0::223.45158680771624,56891.0::71270.0::189.2588149384519,74775.0::82575.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8302,22008.0::39169.0::188.3910720864546,39619.0::55369.0::225.0,55821.0::70609.0::189.6507303218826,70960.0::82645.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8402,22072.0::39241.0::188.38304595937902,39691.0::55441.0::225.0,55894.0::70673.0::189.53755328506665,71024.0::82709.0::292.4251583189407,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8412,22146.0::39319.0::188.381876724931,39769.0::55974.0::225.07432211695524,56362.0::71478.0::189.0378406985975,74983.0::82783.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8422,22217.0::39848.0::189.35797793021175,41198.0::56824.0::223.4914245488289,57205.0::71549.0::188.8409788064696,75054.0::82854.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8432,22285.0::39923.0::189.35637631908423,41273.0::56900.0::223.50639918090485,57281.0::71617.0::188.75048828125,75122.0::82922.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8442,22362.0::40004.0::189.37707898658718,41354.0::56984.0::223.5516954574536,57365.0::71694.0::188.65876893014166,75199.0::82999.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8462,22449.0::39650.0::188.48310169595297,40100.0::56311.0::225.16559989549998,56699.0::71401.0::188.60944089239558,71781.0::83086.0::297.1116797110175,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
4,8472,22524.0::40183.0::189.55109880293014,41533.0::57165.0::223.58079580348004,57546.0::71856.0::188.4266247379455,75361.0::83161.0::300.0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5770F,18720.0::39360.0::207.4468085106383,39840.0::58200.0::220.7843137254902,58560.0::80400.0::260.9340659340659,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5771,18900.0::40440.0::208.3838383838384,40920.0::59460.0::218.15533980582524,59820.0::80580.0::265.1445086705202,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5772,18989.0::39629.0::207.4468085106383,40109.0::58469.0::220.7843137254902,58829.0::80669.0::260.9340659340659,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5773,19064.0::40604.0::208.3838383838384,41084.0::59624.0::218.15533980582524,59984.0::80744.0::265.1445086705202,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5806,19140.0::39780.0::207.4468085106383,40260.0::58620.0::220.7843137254902,58980.0::80820.0::260.9340659340659,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5776,19320.0::39540.0::207.38181818181818,39960.0::58440.0::222.07792207792207,58800.0::80280.0::256.25698324022346,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5701,18960.0::38220.0::234.6728971962617,38700.0::55740.0::225.42253521126761,56220.0::77400.0::250.36697247706422,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5700G,19080.0::38340.0::234.6728971962617,38820.0::55860.0::225.42253521126761,56340.0::77520.0::250.36697247706422,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5704F,19169.0::37529.0::235.09803921568627,37949.0::55469.0::225.82191780821918,55949.0::77609.0::250.11940298507463,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5705,19231.0::37591.0::235.09803921568627,38011.0::55531.0::225.82191780821918,56011.0::77671.0::250.11940298507463,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5706,19320.0::38580.0::234.6728971962617,39060.0::56100.0::225.42253521126761,56580.0::77760.0::250.36697247706422,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,5707,19500.0::37860.0::235.09803921568627,38280.0::55800.0::225.82191780821918,56280.0::77940.0::250.11940298507463,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2338F,18660.0::31920.0::188.28054298642533,32280.0::46560.0::218.8235294117647,46980.0::61200.0::198.60759493670886,61560.0::78060.0::272.4096385542169,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2318G,18740.0::32000.0::188.28054298642533,32360.0::46640.0::218.8235294117647,47060.0::61280.0::198.60759493670886,61640.0::78140.0::272.4096385542169,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2543F,18840.0::33540.0::187.46938775510205,33900.0::48540.0::223.52459016393442,48960.0::62460.0::193.46666666666667,62820.0::78240.0::279.61038961038963,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6178,18894.0::33612.0::187.471259682022,33972.0::48612.0::223.52459016393442,49032.0::62532.0::193.46666666666667,62892.0::78294.0::279.61038961038963,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6179,22615.0::39862.0::213.864365093824,40342.0::55162.0::225.54655870445345,55642.0::70102.0::186.84647302904565,70582.0::89095.0::276.70590253946466,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2537F,22680.0::39960.0::214.36363636363637,40440.0::55260.0::225.54655870445345,55740.0::70200.0::186.84647302904565,70680.0::89160.0::276.60550458715596,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2200F,22752.0::40050.0::214.888364208742,40530.0::55350.0::225.54655870445345,55830.0::70272.0::187.20170336518487,70747.0::89227.0::276.4640672782875,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,2337F,22874.0::41583.0::217.00131072564002,42003.0::58143.0::225.3903345724907,58503.0::73334.0::186.65622682219674,73934.0::89340.0::294.46671996801916,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0531,19140.0::32160.0::190.36866359447004,32520.0::46620.0::216.12765957446808,47100.0::61440.0::200.2092050209205,61800.0::78540.0::272.9323308270677,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0511,20220.0::40020.0::218.36363636363637,40500.0::58320.0::217.27272727272728,58680.0::78660.0::257.25,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0501,20304.0::40104.0::218.36363636363637,40584.0::58420.0::217.19264409060327,58780.0::78744.0::257.1709758131776,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0601,20375.0::40175.0::218.36363636363637,40655.0::58505.0::217.1344537815126,58865.0::78815.0::257.11267605633805,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0611,20443.0::38923.0::218.1818181818182,39343.0::57343.0::221.6,57703.0::78883.0::251.57725490196077,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0621,20520.0::40320.0::218.36363636363637,40800.0::58680.0::217.04697986577182,59040.0::78960.0::257.0219435736677,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0702,20640.0::39180.0::218.54368932038835,39600.0::57600.0::221.6,57960.0::79080.0::250.53097345132744,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0703,20734.0::39274.0::218.54368932038835,39694.0::57694.0::221.6,58054.0::79174.0::250.53097345132744,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0704,20804.0::40244.0::218.88888888888889,40664.0::58664.0::218.4,59024.0::79244.0::254.62962962962962,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0705,20898.0::40758.0::218.70090634441087,41238.0::59118.0::217.04697986577182,59478.0::79338.0::256.0377358490566,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0706,21000.0::39540.0::218.54368932038835,39960.0::57960.0::221.6,58320.0::79440.0::250.53097345132744,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6253,21079.0::39646.0::212.82828282828282,40066.0::57586.0::221.0958904109589,58066.0::79519.0::248.70722681758815,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6423F,21180.0::39780.0::212.82828282828282,40200.0::57720.0::221.0958904109589,58200.0::79620.0::248.02325581395348,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6424F,21360.0::36660.0::220.58823529411765,37140.0::51540.0::223.0,51960.0::66840.0::189.91935483870967,67440.0::87840.0::261.6455696202532,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,6209,21437.0::36762.0::220.73817292006524,37242.0::51642.0::223.0,52062.0::66942.0::189.91935483870967,67542.0::87917.0::261.6455696202532,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0722,21540.0::38280.0::219.247311827957,38700.0::53940.0::225.11811023622047,54360.0::68940.0::187.28395061728395,69420.0::88020.0::278.1818181818182,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0723,21608.0::38348.0::219.21081242532856,38768.0::54008.0::225.11811023622047,54441.0::69008.0::187.29625180201825,69488.0::88088.0::278.1818181818182,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0724,21692.0::38852.0::218.96853146853147,39332.0::54962.0::224.25143953934742,55442.0::70292.0::186.33333333333334,70892.0::88172.0::283.030303030303,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0725,21752.0::38492.0::219.2036439665472,38912.0::54152.0::225.11811023622047,54615.0::69752.0::188.02830811917818,70232.0::88232.0::281.7142857142857,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0726,21840.0::37680.0::221.5909090909091,38100.0::52980.0::223.5483870967742,53400.0::68220.0::192.0242914979757,68580.0::88320.0::271.255230125523,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0626,21960.0::39180.0::212.84671532846716,39660.0::54420.0::224.6341463414634,54900.0::69420.0::187.43801652892563,69900.0::88440.0::276.8493150684931,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0616,22038.0::40638.0::214.3645342312009,41058.0::56794.0::225.7783426537875,57154.0::72078.0::186.2079871348164,72498.0::88518.0::294.7457627118644,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0606,22106.0::39326.0::213.1095498783455,39806.0::54595.0::225.04567584015146,55075.0::69566.0::187.12169622524326,70046.0::88586.0::276.8493150684931,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0506,22176.0::39396.0::213.28564476885646,39876.0::54680.0::225.28019454201566,55160.0::69636.0::186.98038132080686,70116.0::88656.0::276.8493150684931,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0516,22260.0::39480.0::213.5036496350365,39960.0::54780.0::225.54655870445345,55260.0::69720.0::186.84647302904565,70200.0::88740.0::276.8493150684931,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
5,0526,22380.0::39600.0::213.5036496350365,40080.0::54900.0::225.54655870445345,55380.0::69840.0::186.84647302904565,70320.0::88860.0::276.8493150684931,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0,0::0::0
