Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus
012b,"1","1",9600B,BRUSSELS AIRPORT,BRUSSELS AIRPORT,Brussels Airport,Brussels Airport,157950.00000000000,176429.00000000000,B,"12",BRUSSELS CITY
012b,"1","2","3017",BOURGET,BOURGET,Bourget,Bourget,154334.00000000000,174200.00000000000,B,"12",BRUSSELS CITY
012b,"1","3","5048",DA VINCI,DA VINCI,Da Vinci,Da Vinci,152934.00000000000,173976.00000000000,B,"12",BRUSSELS CITY
012b,"1","4","2695",GENEVE,GENEVE,Genève,Genève,152428.00000000000,172606.00000000000,B,"12",BRUSSELS CITY
012b,"1","5","2250",MEISER,MEISER,Meiser,Meiser,152045.00000000000,171508.00000000000,B,"12",BRUSSELS CITY
012b,"1","6",1270B,SCHUMAN,SCHUMAN,Schuman,Schuman,151061.10000000001,170304.70000000001,B,"12",BRUSSELS CITY
012b,"1","7",1162C,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150326.00000000000,169891.00000000000,B,"12",BRUSSELS CITY
012b,"1","8","6432",TRONE,TROON,Trône,Troon,149829.00000000000,170014.00000000000,B,"12",BRUSSELS CITY
012b,"1","9","1780",TRONE,TROON,Trône,Troon,149724.60000000001,170159.89999999999,B,"12",BRUSSELS CITY
012b,"2","1","1780",TRONE,TROON,Trône,Troon,149724.60000000001,170159.89999999999,B,"12",BRUSSELS AIRPORT
012b,"2","2","6433",TRONE,TROON,Trône,Troon,149885.00000000000,169988.00000000000,B,"12",BRUSSELS AIRPORT
012b,"2","3",1131B,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150347.00000000000,169926.00000000000,B,"12",BRUSSELS AIRPORT
012b,"2","4",1418B,SCHUMAN,SCHUMAN,Schuman,Schuman,151072.29999999999,170340.39999999999,B,"12",BRUSSELS AIRPORT
012b,"2","5","2247",MEISER,MEISER,Meiser,Meiser,152051.60000000001,171509.39999999999,B,"12",BRUSSELS AIRPORT
012b,"2","6","4556",GENEVE,GENEVE,Genève,Genève,152431.00000000000,172646.00000000000,B,"12",BRUSSELS AIRPORT
012b,"2","7","5044",DA VINCI,DA VINCI,Da Vinci,Da Vinci,153235.50000000000,174050.20000000001,B,"12",BRUSSELS AIRPORT
012b,"2","8","3018",BOURGET,BOURGET,Bourget,Bourget,154386.00000000000,174239.00000000000,B,"12",BRUSSELS AIRPORT
012b,"2","9",9600B,BRUSSELS AIRPORT,BRUSSELS AIRPORT,Brussels Airport,Brussels Airport,157950.00000000000,176429.00000000000,B,"12",BRUSSELS AIRPORT
013b,"1","1","4111",ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.00000000000,171854.00000000000,B,"13",UZ-VUB
013b,"1","2","1179",AUTRIQUE,AUTRIQUE,Autrique,Autrique,147286.00000000000,172053.00000000000,B,"13",UZ-VUB
013b,"1","3","1180",VANHUFFEL,VANHUFFEL,Vanhuffel,Vanhuffel,147400.00000000000,172233.00000000000,B,"13",UZ-VUB
013b,"1","4","1183",SIMONIS,SIMONIS,Simonis,Simonis,147319.00000000000,172553.00000000000,B,"13",UZ-VUB
013b,"1","5","4152",PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147094.00000000000,172791.00000000000,B,"13",UZ-VUB
013b,"1","6","1303",RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146648.00000000000,172961.00000000000,B,"13",UZ-VUB
013b,"1","7","2422",DELHOVE,DELHOVE,Delhove,Delhove,146287.60000000001,173191.60000000001,B,"13",UZ-VUB
013b,"1","8","4158",NEREUS,NEREUS,Nereus,Nereus,146083.00000000000,173584.00000000000,B,"13",UZ-VUB
013b,"1","9","4163",LOWET,LOWET,Lowet,Lowet,145878.00000000000,173765.00000000000,B,"13",UZ-VUB
013b,"1","10","1710",CPAS GANSHOREN,OCMW GANSHOREN,CPAS Ganshoren,OCMW Ganshoren,146115.39999999999,173853.00000000000,B,"13",UZ-VUB
013b,"1","11","9103",SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146419.00000000000,173987.00000000000,B,"13",UZ-VUB
013b,"1","12","1065",LE ROUX,LE ROUX,Le Roux,Le Roux,146695.00000000000,174311.00000000000,B,"13",UZ-VUB
013b,"1","13","1066",EUGENE TOUSSAINT,EUGENE TOUSSAINT,Eugène Toussaint,Eugène Toussaint,146699.00000000000,174537.00000000000,B,"13",UZ-VUB
013b,"1","14","1067",RENIERS,RENIERS,Reniers,Reniers,146717.00000000000,174718.00000000000,B,"13",UZ-VUB
013b,"1","15","1711",BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146736.70000000001,175023.79999999999,B,"13",UZ-VUB
013b,"1","16","1599",DIELEGHEM,DIELEGEM,Dieleghem,Dielegem,146523.00000000000,175301.00000000000,B,"13",UZ-VUB
013b,"1","17","2850",AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146272.00000000000,175504.00000000000,B,"13",UZ-VUB
013b,"1","18","1328",ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.50000000000,175835.00000000000,B,"13",UZ-VUB
013b,"1","19","1721",UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.70000000001,175505.79999999999,B,"13",UZ-VUB
013b,"1","20","1722",UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.00000000000,175117.00000000000,B,"13",UZ-VUB
013b,"1","21","1727",UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145769.00000000000,175067.00000000000,B,"13",UZ-VUB
013b,"2","1","1732",UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145792.00000000000,175041.00000000000,B,"13",ETANGS NOIRS
013b,"2","2","1743",UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145968.00000000000,175154.00000000000,B,"13",ETANGS NOIRS
013b,"2","3","1744",UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145824.10000000001,175484.20000000001,B,"13",ETANGS NOIRS
013b,"2","4","1334",ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146148.50000000000,175809.39999999999,B,"13",ETANGS NOIRS
013b,"2","5","2849",AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146342.29999999999,175481.79999999999,B,"13",ETANGS NOIRS
013b,"2","6","1606",DIELEGHEM,DIELEGEM,Dieleghem,Dielegem,146502.10000000001,175311.39999999999,B,"13",ETANGS NOIRS
013b,"2","7","1746",BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146725.00000000000,174922.00000000000,B,"13",ETANGS NOIRS
013b,"2","8","1008",RENIERS,RENIERS,Reniers,Reniers,146710.00000000000,174701.00000000000,B,"13",ETANGS NOIRS
013b,"2","9","1009",EUGENE TOUSSAINT,EUGENE TOUSSAINT,Eugène Toussaint,Eugène Toussaint,146695.00000000000,174521.00000000000,B,"13",ETANGS NOIRS
013b,"2","10","1010",LE ROUX,LE ROUX,Le Roux,Le Roux,146668.00000000000,174212.00000000000,B,"13",ETANGS NOIRS
013b,"2","11","1747",SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146465.79999999999,173923.20000000001,B,"13",ETANGS NOIRS
013b,"2","12","1748",CPAS GANSHOREN,OCMW GANSHOREN,CPAS Ganshoren,OCMW Ganshoren,146077.00000000000,173860.00000000000,B,"13",ETANGS NOIRS
013b,"2","13","4112",LOWET,LOWET,Lowet,Lowet,145887.00000000000,173739.00000000000,B,"13",ETANGS NOIRS
013b,"2","14","4105",NEREUS,NEREUS,Nereus,Nereus,146084.00000000000,173563.20000000001,B,"13",ETANGS NOIRS
013b,"2","15","2423",DELHOVE,DELHOVE,Delhove,Delhove,146267.29999999999,173188.60000000001,B,"13",ETANGS NOIRS
013b,"2","16","2519",RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146573.00000000000,172989.00000000000,B,"13",ETANGS NOIRS
013b,"2","17","4116",PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147155.00000000000,172744.00000000000,B,"13",ETANGS NOIRS
013b,"2","18","1112",SIMONIS,SIMONIS,Simonis,Simonis,147325.00000000000,172509.00000000000,B,"13",ETANGS NOIRS
013b,"2","19",1114B,VANHUFFEL,VANHUFFEL,Vanhuffel,Vanhuffel,147387.00000000000,172228.00000000000,B,"13",ETANGS NOIRS
013b,"2","20","1115",AUTRIQUE,AUTRIQUE,Autrique,Autrique,147277.00000000000,172043.00000000000,B,"13",ETANGS NOIRS
013b,"2","21","4111",ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.00000000000,171854.00000000000,B,"13",ETANGS NOIRS
014b,"1","1",4264B,HEYSEL,HEIZEL,Heysel,Heizel,147732.00000000000,176276.00000000000,B,"14",GARE DU NORD
014b,"1","2","6481",ROI BAUDOUIN,KONING BOUDEWIJN,Roi Baudouin,Koning Boudewijn,147253.00000000000,176278.00000000000,B,"14",GARE DU NORD
014b,"1","3","4228",AMETHYSTE,AMETHIST,Améthyste,Amethist,147064.00000000000,176172.00000000000,B,"14",GARE DU NORD
014b,"1","4",4205B,PALFIJN,PALFIJN,Palfijn,Palfijn,146936.79999999999,175965.70000000001,B,"14",GARE DU NORD
014b,"1","5","4223",DE HEYN,DE HEYN,De Heyn,De Heyn,146531.00000000000,175910.00000000000,B,"14",GARE DU NORD
014b,"1","6","1328",ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.50000000000,175835.00000000000,B,"14",GARE DU NORD
014b,"1","7","1721",UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.70000000001,175505.79999999999,B,"14",GARE DU NORD
014b,"1","8","1722",UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.00000000000,175117.00000000000,B,"14",GARE DU NORD
014b,"1","9","1368",ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146475.00000000000,174971.00000000000,B,"14",GARE DU NORD
014b,"1","10","1768",BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146761.29999999999,174954.79999999999,B,"14",GARE DU NORD
014b,"1","11","2801",CROCQ,CROCQ,Crocq,Crocq,147244.00000000000,174951.00000000000,B,"14",GARE DU NORD
014b,"1","12","2803",LORGE,LORGE,Lorge,Lorge,147335.00000000000,174722.00000000000,B,"14",GARE DU NORD
014b,"1","13","6800",GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147279.00000000000,174430.00000000000,B,"14",GARE DU NORD
014b,"1","14","2584",DEMINEURS,ONTMIJNERS,Démineurs,Ontmijners,147451.29999999999,174255.29999999999,B,"14",GARE DU NORD
014b,"1","15","2586",VERBEYST,VERBEYST,Verbeyst,Verbeyst,147310.00000000000,174008.00000000000,B,"14",GARE DU NORD
014b,"1","16","1775",LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147164.60000000001,173633.60000000001,B,"14",GARE DU NORD
014b,"1","17","1782",FIRMIN LECHARLIER,FIRMIN LECHARLIER,Firmin Lecharlier,Firmin Lecharlier,147284.50000000000,173401.00000000000,B,"14",GARE DU NORD
014b,"1","18","5009",BELGICA,BELGICA,Belgica,Belgica,147699.00000000000,173011.00000000000,B,"14",GARE DU NORD
014b,"1","19","5011",VANDERSTICHELEN,VANDERSTICHELEN,Vanderstichelen,Vanderstichelen,147893.00000000000,172841.00000000000,B,"14",GARE DU NORD
014b,"1","20","1019",PICARD,PICARD,Picard,Picard,148266.00000000000,172631.00000000000,B,"14",GARE DU NORD
014b,"1","21","1351",AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148620.39999999999,172547.00000000000,B,"14",GARE DU NORD
014b,"1","22","1349",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148758.00000000000,172745.00000000000,B,"14",GARE DU NORD
014b,"1","23","1016",WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148947.00000000000,172547.00000000000,B,"14",GARE DU NORD
014b,"1","24","1024",WTC,WTC,WTC,WTC,149057.00000000000,172310.00000000000,B,"14",GARE DU NORD
014b,"1","25","1083",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149306.00000000000,172222.00000000000,B,"14",GARE DU NORD
014b,"2","1","1082",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149268.00000000000,172281.00000000000,B,"14",HEYSEL
014b,"2","2","1052",WTC,WTC,WTC,WTC,149071.00000000000,172349.00000000000,B,"14",HEYSEL
014b,"2","3","1051",WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.00000000000,172548.00000000000,B,"14",HEYSEL
014b,"2","4","1348",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148696.70000000001,172731.89999999999,B,"14",HEYSEL
014b,"2","5","1350",AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148590.00000000000,172515.00000000000,B,"14",HEYSEL
014b,"2","6","1056",PICARD,PICARD,Picard,Picard,148198.70000000001,172675.10000000001,B,"14",HEYSEL
014b,"2","7","5074",VANDERSTICHELEN,VANDERSTICHELEN,Vanderstichelen,Vanderstichelen,147864.00000000000,172869.00000000000,B,"14",HEYSEL
014b,"2","8","5076",BELGICA,BELGICA,Belgica,Belgica,147667.00000000000,173042.00000000000,B,"14",HEYSEL
014b,"2","9","1766",FIRMIN LECHARLIER,FIRMIN LECHARLIER,Firmin Lecharlier,Firmin Lecharlier,147284.29999999999,173413.00000000000,B,"14",HEYSEL
014b,"2","10","1767",LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147181.00000000000,173604.00000000000,B,"14",HEYSEL
014b,"2","11",2515B,VERBEYST,VERBEYST,Verbeyst,Verbeyst,147388.50000000000,174078.79999999999,B,"14",HEYSEL
014b,"2","12","2498",DEMINEURS,ONTMIJNERS,Démineurs,Ontmijners,147460.00000000000,174304.00000000000,B,"14",HEYSEL
014b,"2","13","6869",GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147305.89999999999,174418.89999999999,B,"14",HEYSEL
014b,"2","14","2871",LORGE,LORGE,Lorge,Lorge,147354.00000000000,174670.00000000000,B,"14",HEYSEL
014b,"2","15","2873",CROCQ,CROCQ,Crocq,Crocq,147288.10000000001,174930.39999999999,B,"14",HEYSEL
014b,"2","16","1755",BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146692.00000000000,174966.00000000000,B,"14",HEYSEL
014b,"2","17","1103",ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146307.00000000000,175022.00000000000,B,"14",HEYSEL
014b,"2","18","1743",UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145968.00000000000,175154.00000000000,B,"14",HEYSEL
014b,"2","19","1744",UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145824.10000000001,175484.20000000001,B,"14",HEYSEL
014b,"2","20","4071",ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146113.00000000000,175858.79999999999,B,"14",HEYSEL
014b,"2","21",4072B,DE HEYN,DE HEYN,De Heyn,De Heyn,146583.20000000001,175921.60000000001,B,"14",HEYSEL
014b,"2","22","4261",PALFIJN,PALFIJN,Palfijn,Palfijn,147004.00000000000,175947.00000000000,B,"14",HEYSEL
014b,"2","23","4268",AMETHYSTE,AMETHIST,Améthyste,Amethist,147070.00000000000,176187.00000000000,B,"14",HEYSEL
014b,"2","24","6482",ROI BAUDOUIN,KONING BOUDEWIJN,Roi Baudouin,Koning Boudewijn,147265.00000000000,176275.00000000000,B,"14",HEYSEL
014b,"2","25","4265",HEYSEL,HEIZEL,Heysel,Heizel,147685.79999999999,176232.00000000000,B,"14",HEYSEL
017b,"1","1","4297",BEAULIEU,BEAULIEU,Beaulieu,Beaulieu,152781.00000000000,167220.00000000000,B,"17",HEILIGENBORRE
017b,"1","2","4298",MICHIELS,MICHIELS,Michiels,Michiels,152428.00000000000,167149.00000000000,B,"17",HEILIGENBORRE
017b,"1","3","4299",BRILLANT,BRILJANT,Brillant,Briljant,152276.00000000000,166815.00000000000,B,"17",HEILIGENBORRE
017b,"1","4","4310",KEYM,KEYM,Keym,Keym,152445.00000000000,166575.00000000000,B,"17",HEILIGENBORRE
017b,"1","5","4311",VANDER ELST,VANDER ELST,Vander Elst,Vander Elst,152675.00000000000,166084.00000000000,B,"17",HEILIGENBORRE
017b,"1","6","1453",CALYPSO 2000,CALYPSO 2000,Calypso 2000,Calypso 2000,152892.00000000000,165840.00000000000,B,"17",HEILIGENBORRE
017b,"1","7","4313",LES 3 TILLEULS,DRIE LINDEN,Les Trois Tilleuls,Drie Linden,153084.00000000000,165793.00000000000,B,"17",HEILIGENBORRE
017b,"1","8","4347",MIRAVAL,MIRAVAL,Miraval,Miraval,153221.00000000000,165483.00000000000,B,"17",HEILIGENBORRE
017b,"1","9","4349",WIENER,WIENER,Wiener,Wiener,153547.00000000000,165343.00000000000,B,"17",HEILIGENBORRE
017b,"1","10","4342",DIABOLO,DIABOLO,Diabolo,Diabolo,153449.00000000000,165098.00000000000,B,"17",HEILIGENBORRE
017b,"1","11","4289",ETANGS BOITSFORT,VIJVERS BOSVOORDE,Étangs de Boitsfort,Vijvers van Bosvoorde,153507.00000000000,164850.00000000000,B,"17",HEILIGENBORRE
017b,"1","12","4288",INTERNAT. SCHOOL,INTERNAT. SCHOOL,International School,International School,153569.00000000000,164636.00000000000,B,"17",HEILIGENBORRE
017b,"1","13","4290",KATTENBERG,KATTENBERG,Kattenberg,Kattenberg,153618.29999999999,164451.00000000000,B,"17",HEILIGENBORRE
017b,"1","14","1472",FORESTERIE,VORSTERIE,Foresterie,Vorsterie,153955.20000000001,163965.29999999999,B,"17",HEILIGENBORRE
017b,"1","15","4319",EQUIPAGES,JACHTSTOET,Équipages,Jachtstoet,153796.89999999999,164104.70000000001,B,"17",HEILIGENBORRE
017b,"1","16","9059",HEILIGENBORRE,HEILIGENBORRE,Heiligenborre,Heiligenborre,153644.00000000000,164347.00000000000,B,"17",HEILIGENBORRE
017b,"2","1","9059",HEILIGENBORRE,HEILIGENBORRE,Heiligenborre,Heiligenborre,153644.00000000000,164347.00000000000,B,"17",BEAULIEU
017b,"2","2","4287",INTERNAT. SCHOOL,INTERNAT. SCHOOL,International School,International School,153586.00000000000,164638.00000000000,B,"17",BEAULIEU
017b,"2","3","4292",ETANGS BOITSFORT,VIJVERS BOSVOORDE,Étangs de Boitsfort,Vijvers van Bosvoorde,153468.00000000000,164834.00000000000,B,"17",BEAULIEU
017b,"2","4","4341",DIABOLO,DIABOLO,Diabolo,Diabolo,153449.00000000000,165129.00000000000,B,"17",BEAULIEU
017b,"2","5","4351",WIENER,WIENER,Wiener,Wiener,153554.00000000000,165360.00000000000,B,"17",BEAULIEU
017b,"2","6","4348",MIRAVAL,MIRAVAL,Miraval,Miraval,153191.00000000000,165531.00000000000,B,"17",BEAULIEU
017b,"2","7","4355",LES 3 TILLEULS,DRIE LINDEN,Les Trois Tilleuls,Drie Linden,153110.00000000000,165811.00000000000,B,"17",BEAULIEU
017b,"2","8","1455",CALYPSO 2000,CALYPSO 2000,Calypso 2000,Calypso 2000,152837.00000000000,165853.00000000000,B,"17",BEAULIEU
017b,"2","9","4357",VANDER ELST,VANDER ELST,Vander Elst,Vander Elst,152680.00000000000,166105.00000000000,B,"17",BEAULIEU
017b,"2","10","4358",KEYM,KEYM,Keym,Keym,152426.00000000000,166621.00000000000,B,"17",BEAULIEU
017b,"2","11","4293",BRILLANT,BRILJANT,Brillant,Briljant,152333.00000000000,166830.00000000000,B,"17",BEAULIEU
017b,"2","12","4294",TERCOIGNE,TERCOIGNE,Tercoigne,Tercoigne,152537.00000000000,166875.00000000000,B,"17",BEAULIEU
017b,"2","13","4295",GARDON,VOORN,Gardon,Voorn,152943.00000000000,166923.00000000000,B,"17",BEAULIEU
017b,"2","14","4296",BERENSHEIDE,BERENSHEIDE,Berensheide,Berensheide,153251.00000000000,167028.00000000000,B,"17",BEAULIEU
017b,"2","15","4297",BEAULIEU,BEAULIEU,Beaulieu,Beaulieu,152781.00000000000,167220.00000000000,B,"17",BEAULIEU
020b,"1","1","1142",HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143858.00000000000,172988.00000000000,B,"20",GARE DU NORD
020b,"1","2","1102",SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144137.00000000000,172703.00000000000,B,"20",GARE DU NORD
020b,"1","3","4598",BROEK,BROEK,Broek,Broek,144285.00000000000,172497.00000000000,B,"20",GARE DU NORD
020b,"1","4","1095",PLACE DE L'EGLISE,KERKPLEIN,Place de l'Église,Kerkplein,144664.00000000000,172319.00000000000,B,"20",GARE DU NORD
020b,"1","5","1105",COMHAIRE,COMHAIRE,Comhaire,Comhaire,144906.00000000000,172178.00000000000,B,"20",GARE DU NORD
020b,"1","6","1306",SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144955.00000000000,172673.00000000000,B,"20",GARE DU NORD
020b,"1","7",1118B,GENOT,GENOT,Genot,Genot,145247.50000000000,172467.70000000001,B,"20",GARE DU NORD
020b,"1","8","1119",WINTEROY,WINTEROY,Winteroy,Winteroy,145625.89999999999,172678.89999999999,B,"20",GARE DU NORD
020b,"1","9","1096",BENES,BENES,Bénès,Bénès,146024.00000000000,172638.00000000000,B,"20",GARE DU NORD
020b,"1","10","1097",BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146278.00000000000,172322.00000000000,B,"20",GARE DU NORD
020b,"1","11","2073",KARREVELD,KARREVELD,Karreveld,Karreveld,146535.70000000001,171914.89999999999,B,"20",GARE DU NORD
020b,"1","12","2081",OSSEGHEM,OSSEGEM,Osseghem,Ossegem,146941.79999999999,171838.10000000001,B,"20",GARE DU NORD
020b,"1","13","4111",ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.00000000000,171854.00000000000,B,"20",GARE DU NORD
020b,"1","14","1792",MERCHTEM,MERCHTEM,Merchtem,Merchtem,147727.00000000000,171986.89999999999,B,"20",GARE DU NORD
020b,"1","15",5013B,RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148037.70000000001,172204.00000000000,B,"20",GARE DU NORD
020b,"1","16","1351",AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148620.39999999999,172547.00000000000,B,"20",GARE DU NORD
020b,"1","17","1349",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148758.00000000000,172745.00000000000,B,"20",GARE DU NORD
020b,"1","18","1016",WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148947.00000000000,172547.00000000000,B,"20",GARE DU NORD
020b,"1","19","1024",WTC,WTC,WTC,WTC,149057.00000000000,172310.00000000000,B,"20",GARE DU NORD
020b,"1","20","1083",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149306.00000000000,172222.00000000000,B,"20",GARE DU NORD
020b,"1","21","1900",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.00000000000,172188.00000000000,B,"20",GARE DU NORD
020b,"2","1","1900",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.00000000000,172188.00000000000,B,"20",HUNDERENVELD
020b,"2","2","1030",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149295.00000000000,172271.00000000000,B,"20",HUNDERENVELD
020b,"2","3","1052",WTC,WTC,WTC,WTC,149071.00000000000,172349.00000000000,B,"20",HUNDERENVELD
020b,"2","4","1051",WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.00000000000,172548.00000000000,B,"20",HUNDERENVELD
020b,"2","5","1348",TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148696.70000000001,172731.89999999999,B,"20",HUNDERENVELD
020b,"2","6","1350",AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148590.00000000000,172515.00000000000,B,"20",HUNDERENVELD
020b,"2","7","4213",RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148061.00000000000,172166.00000000000,B,"20",HUNDERENVELD
020b,"2","8","4214",MERCHTEM,MERCHTEM,Merchtem,Merchtem,147749.00000000000,172003.00000000000,B,"20",HUNDERENVELD
020b,"2","9","1793",ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147387.60000000001,171859.79999999999,B,"20",HUNDERENVELD
020b,"2","10","2082",OSSEGHEM,OSSEGEM,Osseghem,Ossegem,146943.29999999999,171847.29999999999,B,"20",HUNDERENVELD
020b,"2","11","2072",KARREVELD,KARREVELD,Karreveld,Karreveld,146461.89999999999,172002.79999999999,B,"20",HUNDERENVELD
020b,"2","12","1197",BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146297.00000000000,172331.00000000000,B,"20",HUNDERENVELD
020b,"2","13","1198",BENES,BENES,Bénès,Bénès,146021.00000000000,172658.00000000000,B,"20",HUNDERENVELD
020b,"2","14","1120",WINTEROY,WINTEROY,Winteroy,Winteroy,145612.39999999999,172681.50000000000,B,"20",HUNDERENVELD
020b,"2","15","4066",GENOT,GENOT,Genot,Genot,145136.29999999999,172493.70000000001,B,"20",HUNDERENVELD
020b,"2","16","1307",SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144930.00000000000,172668.00000000000,B,"20",HUNDERENVELD
020b,"2","17","1190",COMHAIRE,COMHAIRE,Comhaire,Comhaire,144898.00000000000,172283.00000000000,B,"20",HUNDERENVELD
020b,"2","18","1209",PLACE DE L'EGLISE,KERKPLEIN,Place de l'Église,Kerkplein,144568.00000000000,172379.00000000000,B,"20",HUNDERENVELD
020b,"2","19",4661B,BROEK,BROEK,Broek,Broek,144237.00000000000,172553.00000000000,B,"20",HUNDERENVELD
020b,"2","20","1193",SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144091.00000000000,172767.00000000000,B,"20",HUNDERENVELD
020b,"2","21","1194",HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143843.00000000000,172956.00000000000,B,"20",HUNDERENVELD
021b,"1","1","3201",MAES,MAES,Maes,Maes,154282.00000000000,175125.00000000000,B,"21",LUXEMBOURG
021b,"1","2","3199",AERODROME,VLIEGVELD,Aérodrome,Vliegveld,153969.00000000000,175334.00000000000,B,"21",LUXEMBOURG
021b,"1","3","3203",MIDDELWEG,MIDDELWEG,Middelweg,Middelweg,153604.00000000000,174800.00000000000,B,"21",LUXEMBOURG
021b,"1","4","3204",SABCA,SABCA,SABCA,SABCA,153405.00000000000,174623.00000000000,B,"21",LUXEMBOURG
021b,"1","5","3214",BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152925.60000000001,174203.60000000001,B,"21",LUXEMBOURG
021b,"1","6","2924",OUD KAPELLEKE,OUD KAPELLEKE,Oud Kapelleke,Oud Kapelleke,152411.00000000000,173754.00000000000,B,"21",LUXEMBOURG
021b,"1","7","3361",HOEDEMAEKERS,HOEDEMAEKERS,Hoedemaekers,Hoedemaekers,152472.00000000000,173489.00000000000,B,"21",LUXEMBOURG
021b,"1","8","3425",PERMEKE,PERMEKE,Permeke,Permeke,152651.00000000000,173359.00000000000,B,"21",LUXEMBOURG
