Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus
042b,"2","1","1383",ROODEBEEK,ROODEBEEK,Roodebeek,Roodebeek,154738.10000000001,170849.79999999999,B,"42",VIADUC E40
042b,"2","2","1540",CHARMILLE,HAAGBEUKEN,Charmille,Haagbeuken,154612.00000000000,171153.00000000000,B,"42",VIADUC E40
042b,"2","3","1525",PEUPLIERS,POPULIEREN,Peupliers,Populieren,154876.00000000000,171389.00000000000,B,"42",VIADUC E40
042b,"2","4","1551",MARCEL THIRY,MARCEL THIRY,Marcel Thiry,Marcel Thiry,155038.00000000000,171602.00000000000,B,"42",VIADUC E40
042b,"2","5","2022",THIRY-WOLUWE,THIRY-WOLUWE,Thiry-Woluwe,Thiry-Woluwe,155382.00000000000,171604.00000000000,B,"42",VIADUC E40
042b,"2","6","1043",HOF TER MUSSCHEN,HOF TER MUSSCHEN,Hof ter Musschen,Hof ter Musschen,155569.20000000001,171537.79999999999,B,"42",VIADUC E40
042b,"2","7","2084",UCL SAINT-LUC,UCL SAINT-LUC,UCL Saint-Luc,UCL Saint-Luc,155914.00000000000,171386.00000000000,B,"42",VIADUC E40
042b,"2","8","2085",DUNETTE,DUNETTE,Dunette,Dunette,156099.39999999999,171355.39999999999,B,"42",VIADUC E40
042b,"2","9","9876",LENNEKE MARE,LENNEKE MARE,Lenneke Mare,Lenneke Mare,155743.00000000000,171792.00000000000,B,"42",VIADUC E40
042b,"2","10","2071",ANNECY,ANNECY,Annecy,Annecy,156060.00000000000,172186.00000000000,B,"42",VIADUC E40
042b,"2","11","2078",SAINT-ANTOINE,SINT-ANTONIUS,Saint-Antoine,Sint-Antonius,156252.50000000000,172521.89999999999,B,"42",VIADUC E40
042b,"2","12","2087",THUMAS,THUMAS,Thumas,Thumas,156191.00000000000,172715.00000000000,B,"42",VIADUC E40
042b,"2","13","2015",VIADUC E40,VIADUCT E40,Viaduc E40,Viaduct E40,155989.00000000000,172863.00000000000,B,"42",VIADUC E40
043b,"1","1",4854C,OBSERVATOIRE,STERRENWACHT,Observatoire,Sterrenwacht,149269.00000000000,165491.00000000000,B,"43",VIVIER D'OIE
043b,"1","2","1250",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149299.00000000000,165844.00000000000,B,"43",VIVIER D'OIE
043b,"1","3","1921",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149138.00000000000,165989.00000000000,B,"43",VIVIER D'OIE
043b,"1","4","1942",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148611.00000000000,165941.00000000000,B,"43",VIVIER D'OIE
043b,"1","5","2355",HEROS,HELDEN,Héros,Helden,148127.89999999999,165854.20000000001,B,"43",VIVIER D'OIE
043b,"1","6",1984B,GLOBE,GLOBE,Globe,Globe,147791.00000000000,165580.10000000001,B,"43",VIVIER D'OIE
043b,"1","7",1926B,RITTWEGER,RITTWEGER,Rittweger,Rittweger,147707.89999999999,165303.29999999999,B,"43",VIVIER D'OIE
043b,"1","8","2165",JEANNE HERREMAN,JEANNE HERREMAN,Jeanne Herreman,Jeanne Herreman,147571.00000000000,164876.00000000000,B,"43",VIVIER D'OIE
043b,"1","9","5817",UCCLE CALEVOET,UKKEL KALEVOET,Uccle Calevoet,Ukkel Kalevoet,147465.00000000000,164613.79999999999,B,"43",VIVIER D'OIE
043b,"1","10","1929",ENGELAND,ENGELAND,Engeland,Engeland,147537.00000000000,164336.00000000000,B,"43",VIVIER D'OIE
043b,"1","11","1937",BOURDON,HORZEL,Bourdon,Horzel,147316.00000000000,164057.00000000000,B,"43",VIVIER D'OIE
043b,"1","12","1931",BIGARREAUX,VLEESKERSEN,Bigarreaux,Vleeskersen,147458.00000000000,163753.00000000000,B,"43",VIVIER D'OIE
043b,"1","13","1932",GRIOTTES,NOORDKRIEKEN,Griottes,Noordkrieken,147436.00000000000,163397.00000000000,B,"43",VIVIER D'OIE
043b,"1","14",1933B,MOENSBERG GARE,MOENSBERG STATION,Moensberg Gare,Moensberg Station,147438.00000000000,163162.00000000000,B,"43",VIVIER D'OIE
043b,"1","15","1939",VIEUX CHEMIN,OUDE WEG,Vieux Chemin,Oude Weg,147604.00000000000,162868.00000000000,B,"43",VIVIER D'OIE
043b,"1","16","1935",BRAVES,DAPPEREN,Braves,Dapperen,147689.00000000000,162535.00000000000,B,"43",VIVIER D'OIE
043b,"1","17","1936",GARE DE LINKEBEEK,STATION LINKEBEEK,Gare de Linkebeek,Station Linkebeek,147897.39999999999,162623.39999999999,B,"43",VIVIER D'OIE
043b,"1","18","1944",HOSPICES,GODSHUIZEN,Hospices,Godshuizen,147908.00000000000,162923.00000000000,B,"43",VIVIER D'OIE
043b,"1","19","1938",HOMBORCH,HOMBORCH,Homborch,Homborch,147852.00000000000,163237.00000000000,B,"43",VIVIER D'OIE
043b,"1","20","2099",GAZELLE,GAZELLE,Gazelle,Gazelle,148059.00000000000,163504.00000000000,B,"43",VIVIER D'OIE
043b,"1","21","2112",PASTEUR,PASTEUR,Pasteur,Pasteur,148621.00000000000,163314.00000000000,B,"43",VIVIER D'OIE
043b,"1","22","2103",VERREWINKEL,VERREWINKEL,Verrewinkel,Verrewinkel,148993.00000000000,163095.00000000000,B,"43",VIVIER D'OIE
043b,"1","23","2104",GUI,MARENTAK,Gui,Marentak,149172.00000000000,163571.50000000000,B,"43",VIVIER D'OIE
043b,"1","24",2116B,SAINTE-ALLIANCE,HEILIG VERBOND,Sainte-Alliance,Heilig Verbond,149689.00000000000,163194.00000000000,B,"43",VIVIER D'OIE
043b,"1","25",2117B,NAPOLEON,NAPOLEON,Napoléon,Napoléon,150540.50000000000,163197.50000000000,B,"43",VIVIER D'OIE
043b,"1","26",2118B,PRINCE D'ORANGE,PRINS VAN ORANJE,Prince d'Orange,Prins van Oranje,150826.89999999999,163362.10000000001,B,"43",VIVIER D'OIE
043b,"1","27","2119",VAN BEVER,VAN BEVER,Van Bever,Van Bever,150737.10000000001,163664.79999999999,B,"43",VIVIER D'OIE
043b,"1","28","2120",RONCES,BRAAMSTRUIKEN,Ronces,Braamstruiken,150498.60000000001,164132.10000000001,B,"43",VIVIER D'OIE
043b,"1","29","2136",FORT-JACO,FORT-JACO,Fort-Jaco,Fort-Jaco,150442.00000000000,164317.00000000000,B,"43",VIVIER D'OIE
043b,"1","30","2137",RACING,RACING,Racing,Racing,150386.00000000000,164665.00000000000,B,"43",VIVIER D'OIE
043b,"1","31",2138B,VIVIER D'OIE,DIESDELLE,Vivier d'Oie,Diesdelle,150348.39999999999,164934.60000000001,B,"43",VIVIER D'OIE
043b,"1","32",2109B,VIVIER D'OIE,DIESDELLE,Vivier d'Oie,Diesdelle,150257.70000000001,165037.79999999999,B,"43",VIVIER D'OIE
043b,"2","1",2109B,VIVIER D'OIE,DIESDELLE,Vivier d'Oie,Diesdelle,150257.70000000001,165037.79999999999,B,"43",OBSERVATOIRE
043b,"2","2","2140",RACING,RACING,Racing,Racing,150374.00000000000,164695.00000000000,B,"43",OBSERVATOIRE
043b,"2","3","2142",FORT-JACO,FORT-JACO,Fort-Jaco,Fort-Jaco,150432.00000000000,164352.00000000000,B,"43",OBSERVATOIRE
043b,"2","4",2143B,RONCES,BRAAMSTRUIKEN,Ronces,Braamstruiken,150533.89999999999,164038.79999999999,B,"43",OBSERVATOIRE
043b,"2","5","2144",VAN BEVER,VAN BEVER,Van Bever,Van Bever,150676.89999999999,163759.50000000000,B,"43",OBSERVATOIRE
043b,"2","6","2145",PRINCE D'ORANGE,PRINS VAN ORANJE,Prince d'Orange,Prins van Oranje,150856.00000000000,163413.00000000000,B,"43",OBSERVATOIRE
043b,"2","7","2146",NAPOLEON,NAPOLEON,Napoléon,Napoléon,150362.00000000000,163128.00000000000,B,"43",OBSERVATOIRE
043b,"2","8",2147B,SAINTE-ALLIANCE,HEILIG VERBOND,Sainte-Alliance,Heilig Verbond,149758.00000000000,163185.00000000000,B,"43",OBSERVATOIRE
043b,"2","9","2156",GUI,MARENTAK,Gui,Marentak,149160.00000000000,163544.00000000000,B,"43",OBSERVATOIRE
043b,"2","10","2157",VERREWINKEL,VERREWINKEL,Verrewinkel,Verrewinkel,148980.00000000000,163062.00000000000,B,"43",OBSERVATOIRE
043b,"2","11","2161",PASTEUR,PASTEUR,Pasteur,Pasteur,148615.00000000000,163318.00000000000,B,"43",OBSERVATOIRE
043b,"2","12","2167",GAZELLE,GAZELLE,Gazelle,Gazelle,148054.00000000000,163520.00000000000,B,"43",OBSERVATOIRE
043b,"2","13","2168",HOMBORCH,HOMBORCH,Homborch,Homborch,147887.00000000000,163220.00000000000,B,"43",OBSERVATOIRE
043b,"2","14","1953",CABRIS,GEITJES,Cabris,Geitjes,148143.89999999999,162865.50000000000,B,"43",OBSERVATOIRE
043b,"2","15","1954",GARE DE LINKEBEEK,STATION LINKEBEEK,Gare de Linkebeek,Station Linkebeek,147885.39999999999,162622.39999999999,B,"43",OBSERVATOIRE
043b,"2","16","1955",BRAVES,DAPPEREN,Braves,Dapperen,147681.00000000000,162572.00000000000,B,"43",OBSERVATOIRE
043b,"2","17","1963",VIEUX CHEMIN,OUDE WEG,Vieux Chemin,Oude Weg,147608.10000000001,162884.50000000000,B,"43",OBSERVATOIRE
043b,"2","18",1957B,MOENSBERG GARE,MOENSBERG STATION,Moensberg Gare,Moensberg Station,147437.00000000000,163179.00000000000,B,"43",OBSERVATOIRE
043b,"2","19",1958B,GRIOTTES,NOORDKRIEKEN,Griottes,Noordkrieken,147439.10000000001,163381.79999999999,B,"43",OBSERVATOIRE
043b,"2","20","1959",BIGARREAUX,VLEESKERSEN,Bigarreaux,Vleeskersen,147478.00000000000,163728.00000000000,B,"43",OBSERVATOIRE
043b,"2","21","1965",BOURDON,HORZEL,Bourdon,Horzel,147305.00000000000,164096.00000000000,B,"43",OBSERVATOIRE
043b,"2","22",1961B,ENGELAND,ENGELAND,Engeland,Engeland,147550.00000000000,164275.00000000000,B,"43",OBSERVATOIRE
043b,"2","23","1962",UCCLE CALEVOET,UKKEL KALEVOET,Uccle Calevoet,Ukkel Kalevoet,147472.00000000000,164531.00000000000,B,"43",OBSERVATOIRE
043b,"2","24","2166",JEANNE HERREMAN,JEANNE HERREMAN,Jeanne Herreman,Jeanne Herreman,147564.20000000001,164848.00000000000,B,"43",OBSERVATOIRE
043b,"2","25","1964",RITTWEGER,RITTWEGER,Rittweger,Rittweger,147705.60000000001,165243.50000000000,B,"43",OBSERVATOIRE
043b,"2","26",1985B,GLOBE,GLOBE,Globe,Globe,147782.79999999999,165567.39999999999,B,"43",OBSERVATOIRE
043b,"2","27","4075",HEROS,HELDEN,Héros,Helden,148155.00000000000,165848.00000000000,B,"43",OBSERVATOIRE
043b,"2","28","1943",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148642.00000000000,165940.00000000000,B,"43",OBSERVATOIRE
043b,"2","29","1968",ZEECRABBE,ZEECRABBE,Zeecrabbe,Zeecrabbe,149021.00000000000,165985.00000000000,B,"43",OBSERVATOIRE
043b,"2","30","1969",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149245.00000000000,165959.00000000000,B,"43",OBSERVATOIRE
043b,"2","31","1251",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149294.89999999999,165907.50000000000,B,"43",OBSERVATOIRE
043b,"2","32",4854C,OBSERVATOIRE,STERRENWACHT,Observatoire,Sterrenwacht,149269.00000000000,165491.00000000000,B,"43",OBSERVATOIRE
045b,"1","1","1384",ROODEBEEK,ROODEBEEK,Roodebeek,Roodebeek,154740.50000000000,170861.79999999999,B,"45",SAINT-VINCENT
045b,"1","2","1540",CHARMILLE,HAAGBEUKEN,Charmille,Haagbeuken,154612.00000000000,171153.00000000000,B,"45",SAINT-VINCENT
045b,"1","3","1525",PEUPLIERS,POPULIEREN,Peupliers,Populieren,154876.00000000000,171389.00000000000,B,"45",SAINT-VINCENT
045b,"1","4","1531",MARCEL THIRY,MARCEL THIRY,Marcel Thiry,Marcel Thiry,154945.00000000000,171694.00000000000,B,"45",SAINT-VINCENT
045b,"1","5","1320",ARIANE,ARIANE,Ariane,Ariane,154386.00000000000,171785.00000000000,B,"45",SAINT-VINCENT
045b,"1","6","1533",GULLEDELLE,GULLEDELLE,Gulledelle,Gulledelle,154184.00000000000,171680.00000000000,B,"45",SAINT-VINCENT
045b,"1","7","1534",CICERON,CICERO,Cicéron,Cicero,153640.00000000000,172249.00000000000,B,"45",SAINT-VINCENT
045b,"1","8",1538B,DE LOMBAERDE,DE LOMBAERDE,de Lombaerde,de Lombaerde,153389.00000000000,172151.50000000000,B,"45",SAINT-VINCENT
045b,"1","9","1535",PADUWA,PADUWA,Paduwa,Paduwa,153202.00000000000,172142.00000000000,B,"45",SAINT-VINCENT
045b,"1","10","3402",GUILLAUME,GUILLAUME,Guillaume,Guillaume,153090.00000000000,172322.00000000000,B,"45",SAINT-VINCENT
045b,"1","11","3403",DUNANT,DUNANT,Dunant,Dunant,152833.00000000000,172740.00000000000,B,"45",SAINT-VINCENT
045b,"1","12","3404",LOISIRS,VRIJETIJD,Loisirs,Vrijetijd,152652.00000000000,173062.00000000000,B,"45",SAINT-VINCENT
045b,"1","13","3424",PERMEKE,PERMEKE,Permeke,Permeke,152705.00000000000,173392.00000000000,B,"45",SAINT-VINCENT
045b,"1","14","3306",HOEDEMAEKERS,HOEDEMAEKERS,Hoedemaekers,Hoedemaekers,152469.00000000000,173510.00000000000,B,"45",SAINT-VINCENT
045b,"1","15","3420",OUD KAPELLEKE,OUD KAPELLEKE,Oud Kapelleke,Oud Kapelleke,152473.00000000000,173775.00000000000,B,"45",SAINT-VINCENT
045b,"1","16",2982B,PAIX,VREDE,Paix,Vrede,152355.79999999999,174036.89999999999,B,"45",SAINT-VINCENT
045b,"1","17","2900",FONSON,FONSON,Fonson,Fonson,152472.00000000000,174297.00000000000,B,"45",SAINT-VINCENT
045b,"1","18","2992",SAINT-VINCENT,SINT-VINCENTIUS,Saint-Vincent,Sint-Vincentius,152469.00000000000,174501.00000000000,B,"45",SAINT-VINCENT
045b,"1","19","9292",SAINT-VINCENT,SINT-VINCENTIUS,Saint-Vincent,Sint-Vincentius,152320.00000000000,174512.00000000000,B,"45",SAINT-VINCENT
045b,"2","1","9292",SAINT-VINCENT,SINT-VINCENTIUS,Saint-Vincent,Sint-Vincentius,152320.00000000000,174512.00000000000,B,"45",ROODEBEEK
045b,"2","2","2909",SAINT-VINCENT,SINT-VINCENTIUS,Saint-Vincent,Sint-Vincentius,152467.89999999999,174495.29999999999,B,"45",ROODEBEEK
045b,"2","3","2903",FONSON,FONSON,Fonson,Fonson,152459.00000000000,174274.00000000000,B,"45",ROODEBEEK
045b,"2","4","2910",PAIX,VREDE,Paix,Vrede,152333.29999999999,174081.60000000001,B,"45",ROODEBEEK
045b,"2","5","2924",OUD KAPELLEKE,OUD KAPELLEKE,Oud Kapelleke,Oud Kapelleke,152411.00000000000,173754.00000000000,B,"45",ROODEBEEK
045b,"2","6","3361",HOEDEMAEKERS,HOEDEMAEKERS,Hoedemaekers,Hoedemaekers,152472.00000000000,173489.00000000000,B,"45",ROODEBEEK
045b,"2","7","3425",PERMEKE,PERMEKE,Permeke,Permeke,152651.00000000000,173359.00000000000,B,"45",ROODEBEEK
045b,"2","8","3458",LOISIRS,VRIJETIJD,Loisirs,Vrijetijd,152641.00000000000,173062.00000000000,B,"45",ROODEBEEK
045b,"2","9","3459",DUNANT,DUNANT,Dunant,Dunant,152923.00000000000,172563.00000000000,B,"45",ROODEBEEK
045b,"2","10","3460",GUILLAUME,GUILLAUME,Guillaume,Guillaume,153083.00000000000,172302.00000000000,B,"45",ROODEBEEK
045b,"2","11","3461",PADUWA,PADUWA,Paduwa,Paduwa,153301.00000000000,172105.00000000000,B,"45",ROODEBEEK
045b,"2","12","3462",CICERON,CICERO,Cicéron,Cicero,153717.00000000000,172218.00000000000,B,"45",ROODEBEEK
045b,"2","13","3463",GULLEDELLE,GULLEDELLE,Gulledelle,Gulledelle,154210.00000000000,171687.00000000000,B,"45",ROODEBEEK
045b,"2","14","1321",ARIANE,ARIANE,Ariane,Ariane,154476.00000000000,171804.00000000000,B,"45",ROODEBEEK
045b,"2","15","1553",MARCEL THIRY,MARCEL THIRY,Marcel Thiry,Marcel Thiry,154940.00000000000,171615.00000000000,B,"45",ROODEBEEK
045b,"2","16","1554",PEUPLIERS,POPULIEREN,Peupliers,Populieren,154833.00000000000,171346.00000000000,B,"45",ROODEBEEK
045b,"2","17","1550",CHARMILLE,HAAGBEUKEN,Charmille,Haagbeuken,154649.00000000000,171183.00000000000,B,"45",ROODEBEEK
045b,"2","18","1385",ROODEBEEK,ROODEBEEK,Roodebeek,Roodebeek,154760.60000000001,170823.10000000001,B,"45",ROODEBEEK
046b,"1","1","1201",MOORTEBEEK,MOORTEBEEK,Moortebeek,Moortebeek,144233.00000000000,170158.00000000000,B,"46",GLIBERT
046b,"1","2","1203",WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144044.00000000000,169738.00000000000,B,"46",GLIBERT
046b,"1","3","1487",POMMIER,APPELBOOM,Pommier,Appelboom,143783.00000000000,169398.00000000000,B,"46",GLIBERT
046b,"1","4","3752",SIBELIUS,SIBELIUS,Sibelius,Sibelius,143923.00000000000,169202.00000000000,B,"46",GLIBERT
046b,"1","5","3751",NEERPEDE,NEERPEDE,Neerpede,Neerpede,143859.00000000000,168758.00000000000,B,"46",GLIBERT
046b,"1","6","3756",VANHELLEMONT,VANHELLEMONT,Vanhellemont,Vanhellemont,144175.00000000000,168784.00000000000,B,"46",GLIBERT
046b,"1","7","3755",SCHERDEMAEL,SCHERDEMAAL,Scherdemael,Scherdemaal,144456.00000000000,168981.00000000000,B,"46",GLIBERT
046b,"1","8","2319",HOPITAL BRACOPS,BRACOPS-ZIEKENH.,Hôpital Joseph Bracops,Joseph Bracops-ziekenhuis,144818.00000000000,169229.00000000000,B,"46",GLIBERT
046b,"1","9","2518",DE LINDE,DE LINDE,De Linde,De Linde,145120.00000000000,169437.00000000000,B,"46",GLIBERT
046b,"1","10",2256B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145627.00000000000,169379.00000000000,B,"46",GLIBERT
046b,"1","11",2257B,RESISTANCE,VERZET,Résistance,Verzet,146018.00000000000,169478.89999999999,B,"46",GLIBERT
046b,"1","12",6858C,DOUVRES,DOVER,Douvres,Dover,146191.39999999999,169523.50000000000,B,"46",GLIBERT
046b,"1","13","2259",CUREGHEM,KUREGEM,Cureghem,Kuregem,146466.00000000000,169624.20000000001,B,"46",GLIBERT
046b,"1","14","2260",ALBERT I,ALBERT I,Albert I,Albert I,146800.00000000000,169867.00000000000,B,"46",GLIBERT
046b,"1","15","2261",CLEMENCEAU,CLEMENCEAU,Clemenceau,Clemenceau,147278.00000000000,170157.00000000000,B,"46",GLIBERT
046b,"1","16","2262",LIVERPOOL,LIVERPOOL,Liverpool,Liverpool,147637.00000000000,170371.00000000000,B,"46",GLIBERT
046b,"1","17","2405",PTE D'ANDERLECHT,ANDERLECHTSEPOORT,Porte d'Anderlecht,Anderlechtsepoort,147897.00000000000,170481.00000000000,B,"46",GLIBERT
046b,"1","18","2264",BUANDERIE,WASHUIS,Buanderie,Washuis,148232.00000000000,170689.00000000000,B,"46",GLIBERT
046b,"1","19","1894",BOURSE,BEURS,Bourse,Beurs,148588.60000000001,170988.60000000001,B,"46",GLIBERT
046b,"1","20","2267",BEGUINAGE,BEGIJNHOF,Béguinage,Begijnhof,148761.00000000000,171336.00000000000,B,"46",GLIBERT
046b,"1","21","2833",YSER,IJZER,Yser,IJzer,148895.00000000000,171784.00000000000,B,"46",GLIBERT
046b,"1","22","2269",NICOLAY,NICOLAY,Nicolay,Nicolay,149016.00000000000,172089.00000000000,B,"46",GLIBERT
046b,"1","23","2587",WTC,WTC,WTC,WTC,149086.60000000001,172266.20000000001,B,"46",GLIBERT
046b,"1","24","1896",GLIBERT,GLIBERT,Glibert,Glibert,149167.79999999999,172538.89999999999,B,"46",GLIBERT
046b,"2","1","1896",GLIBERT,GLIBERT,Glibert,Glibert,149167.79999999999,172538.89999999999,B,"46",MOORTEBEEK
046b,"2","2","9025",WTC,WTC,WTC,WTC,149109.00000000000,172374.00000000000,B,"46",MOORTEBEEK
046b,"2","3","2209",NICOLAY,NICOLAY,Nicolay,Nicolay,148995.00000000000,172059.00000000000,B,"46",MOORTEBEEK
046b,"2","4","2835",YSER,IJZER,Yser,IJzer,148905.00000000000,171857.00000000000,B,"46",MOORTEBEEK
046b,"2","5","2211",BEGUINAGE,BEGIJNHOF,Béguinage,Begijnhof,148736.00000000000,171267.00000000000,B,"46",MOORTEBEEK
046b,"2","6","2303",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148674.00000000000,171122.00000000000,B,"46",MOORTEBEEK
046b,"2","7","2212",BOURSE,BEURS,Bourse,Beurs,148447.00000000000,170887.00000000000,B,"46",MOORTEBEEK
046b,"2","8","2213",BUANDERIE,WASHUIS,Buanderie,Washuis,148171.00000000000,170638.00000000000,B,"46",MOORTEBEEK
046b,"2","9","2403",PTE D'ANDERLECHT,ANDERLECHTSEPOORT,Porte d'Anderlecht,Anderlechtsepoort,147882.00000000000,170501.00000000000,B,"46",MOORTEBEEK
046b,"2","10","2215",LIVERPOOL,LIVERPOOL,Liverpool,Liverpool,147551.00000000000,170351.00000000000,B,"46",MOORTEBEEK
046b,"2","11","2216",CLEMENCEAU,CLEMENCEAU,Clemenceau,Clemenceau,147261.00000000000,170157.00000000000,B,"46",MOORTEBEEK
046b,"2","12","2217",ALBERT I,ALBERT I,Albert I,Albert I,146771.00000000000,169859.00000000000,B,"46",MOORTEBEEK
046b,"2","13","2218",CUREGHEM,KUREGEM,Cureghem,Kuregem,146429.00000000000,169602.00000000000,B,"46",MOORTEBEEK
046b,"2","14","6809",DOUVRES,DOVER,Douvres,Dover,146141.00000000000,169518.00000000000,B,"46",MOORTEBEEK
046b,"2","15","2220",RESISTANCE,VERZET,Résistance,Verzet,145967.00000000000,169471.00000000000,B,"46",MOORTEBEEK
046b,"2","16",2535B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145527.00000000000,169357.00000000000,B,"46",MOORTEBEEK
046b,"2","17","2323",MEIR,MEIR,Meir,Meir,145355.00000000000,169181.00000000000,B,"46",MOORTEBEEK
046b,"2","18","2373",DE LINDE,DE LINDE,De Linde,De Linde,145085.00000000000,169448.00000000000,B,"46",MOORTEBEEK
046b,"2","19","2375",HOPITAL BRACOPS,BRACOPS-ZIEKENH.,Hôpital Joseph Bracops,Joseph Bracops-ziekenhuis,144835.00000000000,169258.00000000000,B,"46",MOORTEBEEK
046b,"2","20","3713",SCHERDEMAEL,SCHERDEMAAL,Scherdemael,Scherdemaal,144402.00000000000,168954.00000000000,B,"46",MOORTEBEEK
046b,"2","21","3712",VANHELLEMONT,VANHELLEMONT,Vanhellemont,Vanhellemont,144158.00000000000,168786.00000000000,B,"46",MOORTEBEEK
046b,"2","22","3718",NEERPEDE,NEERPEDE,Neerpede,Neerpede,143870.00000000000,168773.00000000000,B,"46",MOORTEBEEK
046b,"2","23","3717",SIBELIUS,SIBELIUS,Sibelius,Sibelius,143932.00000000000,169224.00000000000,B,"46",MOORTEBEEK
046b,"2","24","2476",WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144040.00000000000,169778.00000000000,B,"46",MOORTEBEEK
046b,"2","25","1201",MOORTEBEEK,MOORTEBEEK,Moortebeek,Moortebeek,144233.00000000000,170158.00000000000,B,"46",MOORTEBEEK
047b,"1","1","2299",HEEMBEEK,HEEMBEEK,Heembeek,Heembeek,150419.00000000000,175389.00000000000,B,"47",VILVOORDE STATION
047b,"1","2","1967",PRES COMMUNS,GEMENEBEEMDEN,Prés Communs,Gemenebeemden,150803.00000000000,175635.00000000000,B,"47",VILVOORDE STATION
047b,"1","3","2312",ZAVELPUT,ZAVELPUT,Zavelput,Zavelput,150978.00000000000,176001.00000000000,B,"47",VILVOORDE STATION
047b,"1","4","1987",PETER BENOIT,PETER BENOIT,Peter Benoit,Peter Benoit,151437.20000000001,176130.89999999999,B,"47",VILVOORDE STATION
047b,"1","5","2314",RAMIER,BOSDUIF,Ramier,Bosduif,151795.00000000000,176157.00000000000,B,"47",VILVOORDE STATION
047b,"1","6","2315",CHEMIN VERT,GROENWEG,Chemin Vert,Groenweg,152129.00000000000,176552.00000000000,B,"47",VILVOORDE STATION
047b,"1","7","2316",TRASSERSWEG,TRASSERSWEG,Trassersweg,Trassersweg,152063.00000000000,176939.00000000000,B,"47",VILVOORDE STATION
047b,"1","8","2317",ANTOON VAN OSS,ANTOON VAN OSS,Antoon Van Oss,Antoon Van Oss,152324.00000000000,177204.00000000000,B,"47",VILVOORDE STATION
047b,"1","9","3064",DGHR DOMAINE MIL.,DGHR MIL. DOMEIN,DGHR Domaine Militaire,DGHR Militair Domein,151942.00000000000,177314.00000000000,B,"47",VILVOORDE STATION
047b,"1","10","2330",SAO,DOO,SAO,DOO,151559.00000000000,177258.00000000000,B,"47",VILVOORDE STATION
047b,"1","11",2829B,HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151422.00000000000,177473.00000000000,B,"47",VILVOORDE STATION
047b,"1","12","2478",HOOGVELD,HOOGVELD,Hoogveld,Hoogveld,151555.00000000000,177775.00000000000,B,"47",VILVOORDE STATION
047b,"1","13","9608",VTM,VTM,VTM,VTM,152132.00000000000,178207.00000000000,B,"47",VILVOORDE STATION
047b,"1","14","9607",TWEE LEEUWENWEG,TWEE LEEUWENWEG,Twee Leeuwenweg,Twee Leeuwenweg,152356.00000000000,178506.00000000000,B,"47",VILVOORDE STATION
047b,"1","15","9631",ENNEPETAL,ENNEPETAL,Ennepetal,Ennepetal,152776.00000000000,178786.00000000000,B,"47",VILVOORDE STATION
047b,"1","16","9626",MINNEMOLEN,MINNEMOLEN,Minnemolen,Minnemolen,152851.00000000000,178972.00000000000,B,"47",VILVOORDE STATION
047b,"1","17","9627",VLIERKENS,VLIERKENS,Vlierkens,Vlierkens,153166.00000000000,179159.00000000000,B,"47",VILVOORDE STATION
047b,"1","18","9783",KERK VILVOORDE,KERK VILVOORDE,Kerk Vilvoorde,Kerk Vilvoorde,153837.00000000000,179564.00000000000,B,"47",VILVOORDE STATION
047b,"1","19","1143",HANSSENSPARK,HANSSENSPARK,Hanssenspark,Hanssenspark,154062.50000000000,179256.50000000000,B,"47",VILVOORDE STATION
047b,"1","20","1121",BLOKKEN,BLOKKEN,Blokken,Blokken,154211.39999999999,179031.10000000001,B,"47",VILVOORDE STATION
047b,"1","21",9784B,VILVOORDE STATION,VILVOORDE STATION,Vilvoorde Station,Vilvoorde Station,154442.89999999999,179359.79999999999,B,"47",VILVOORDE STATION
047b,"2","1",9784B,VILVOORDE STATION,VILVOORDE STATION,Vilvoorde Station,Vilvoorde Station,154442.89999999999,179359.79999999999,B,"47",HEEMBEEK
047b,"2","2","9786",HELDENPLEIN,HELDENPLEIN,Heldenplein,Heldenplein,154078.00000000000,179542.00000000000,B,"47",HEEMBEEK
047b,"2","3","9787",KERK VILVOORDE,KERK VILVOORDE,Kerk Vilvoorde,Kerk Vilvoorde,153808.00000000000,179572.00000000000,B,"47",HEEMBEEK
047b,"2","4","2841",VLIERKENS,VLIERKENS,Vlierkens,Vlierkens,153172.00000000000,179180.70000000001,B,"47",HEEMBEEK
047b,"2","5","9707",JORDAEN,JORDAEN,Jordaen,Jordaen,152869.00000000000,179204.00000000000,B,"47",HEEMBEEK
