route_id,stop_id,EWTMedian
2,8731,214.27033993288114
2,8742,73.03600461879452
2,8742,73.03600461879452
2,8292,259.78047237170784
2,8282,80.60850380101928
2,8272,169.9857962852802
2,8012,101.56254266954153
2,8022,894.1125961138243
2,8032,175.4385331801987
2,8042,750.9196419906352
2,8052,471.0599116577109
2,8062,68.1981005882686
2,8072,135.0878727584335
2,8071,99.85909485024649
2,8061,365.8431204062522
2,8051,268.15413645070277
2,8041,108.76065439004584
2,8031,456.30606606002686
2,8021,2390.574962435172
2,8011,188.69558227835654
2,8271,71.95031426679711
2,8281,1296.403170821543
2,8291,84.20475267697977
2,8741,137.01975904794844
2,8161,255.92724638218553
2,8151,209.64507760096816
2,8141,640.9913370831855
2,8131,111.69921904480674
2,8121,1655.1588332970962
2,8111,181.07058357133073
2,8101,391.5832086649722
2,8091,1092.0665049911054
2,8081,213.632368039584
2,8082,160.97723321512137
2,8092,471.0006712892349
2,8102,142.83859569130942
2,8112,1245.1876211852586
2,8122,113.74089002218325
2,8132,328.6171433212469
2,8142,318.30079210810277
2,8152,113.20968695975483
4,8743,495.6487464250712
4,8471,175.84825646612546
4,8461,153.25006313949265
4,8441,444.31761167369854
4,8431,518.7548843742218
4,8421,164.05948785677032
4,8411,192.0898975714642
4,8401,215.9423353672837
4,8301,200.041629902919
4,8311,402.5211737383711
4,8321,220.62807326729745
4,8331,234.3141748711833
4,8341,215.99534095982818
4,8351,155.27552281628596
4,8361,143.36416028724892
4,8371,184.82725024104502
4,8381,215.92635774039354
4,8753,165.0389263930008
4,8763,164.95205628503592
4,8764,192.7680311507807
4,8754,247.89189038536182
4,8744,232.69934263689507
4,8382,191.47172502916015
4,8372,207.2312595195782
4,8362,212.96734158355204
4,8352,341.58684640552127
4,8342,238.25027442388313
4,8332,273.5685617688654
4,8322,217.29000243744485
4,8312,250.85532976973465
4,8302,247.604217564264
4,8402,214.20311260940218
4,8412,175.89580290761955
4,8422,374.0756599330462
4,8422,374.0756599330462
4,8432,209.43114107470794
4,8442,183.68055681100188
4,8462,213.49237708411766
5,5771,238.73092332439796
5,5772,261.9889593557764
5,5773,465.5749683274351
5,5806,216.93938136030457
5,5701,45.88259782790783
5,5705,164.66798834315955
5,5706,117.57141491512182
5,5707,199.2651758505319
5,6178,166.859791998243
5,6179,242.15268252301036
5,6209,184.43125023106325
5,6209,184.43125023106325
5,6253,376.0595509157168
5,5714,132.26325112395412
5,6177,263.75417780703697
10,5059,275.8084463679666
10,5060,298.27793999989115
10,6209,193.2380496617312
10,6209,193.2380496617312
10,6253,332.48713821914396
10,5024,557.675811433325
10,5025,200.44115013064365
10,5026,271.4388892604832
1,8731,173.02210776943718
1,8721,144.2297484147664
1,8711,1055.2218213752335
1,8701,1449.6556492631976
1,8691,384.25167061841097
1,8681,2536.465484395378
1,8671,188.33594680220648
1,8661,446.6046511819218
1,8651,98.33010199644167
1,8642,217.81885010292905
1,8652,1670.603265803581
1,8662,130.7715094229627
1,8672,801.844068365604
1,8682,347.33020770639007
1,8692,176.81948214058988
1,8702,839.2393383813469
1,8712,135.04150538492678
1,8722,205.37119929502163
1,8732,132.06283492203968
1,8742,90.35237281707956
1,8742,90.35237281707956
1,8292,253.6924591011561
1,8282,85.47068627394182
1,8272,176.0891718062577
1,8012,134.0470986458532
