route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10
2,8731,"259.2870689237037,1274.3879997730255,1213.7160000801086,910.7079999446869,991.353000164032,781.2269999980927,1750.7779998779297,9124.552000045776,408.2739999294281,437.36100006103516,565.9800000190735,1139.6349999904633,693.7730000019073,853.1129999160767,384.72699999809265,568.5380001068115,311.50600004196167,879.819000005722,441.38100004196167,414.01199984550476,509.40199995040894,382.21399998664856,664.4970002174377,317.7479999065399,572.9170000553131,316.13699984550476,509.76200008392334,536.5820000171661,253.34299993515015,532.8960001468658","225.0,417.9010000228882,444.2170000076294,439.09699988365173,505.3510000705719,595.0550000667572,2450.776999950409,507.4010000228882,348.1670000553131,503.0,416.57299995422363,600.0809998512268,582.4680001735687,285.90899991989136,446.88499999046326,600.7969999313354,381.7550001144409,377.96599984169006,795.5590000152588,574.9840002059937,384.5069999694824,377.05599999427795,407.15199995040894,469.9849998950958,539.1920001506805,572.7389998435974,253.13900017738342,509.66100001335144,445.242999792099,514.2630000114441,437.15300011634827,379.1930000782013,473.40399980545044,383.5930001735687,607.5460000038147,381.7519998550415","292.72350993377484,892.0879998207092,2185.5060000419617,539.0420000553131,1301.5169999599457,473.9119999408722,566.8919999599457,597.5110001564026,1337.6719999313354,500.9500000476837,1761.8280000686646,636.8389999866486,631.1039998531342,567.9230000972748,566.0810000896454,592.7019999027252,689.2699999809265,532.4920001029968,629.0590000152588,739.3489999771118",0,0,0
2,8742,"258.1726457399103,743.0230000019073,725.5629999637604,568.4179999828339,696.3029999732971,503.5160000324249,592.7039999961853,600.3889999389648,626.3920001983643,568.2289998531342,600.5880000591278,657.6319999694824,345.76200008392334,439.4579999446869,596.904000043869,346.63499999046326,444.1199998855591,790.9520001411438,505.14599990844727,408.79100012779236,573.9670000076294,94.61999988555908,663.1570000648499,469.61500000953674,500.54499983787537,444.3250000476837,505.7669999599457,381.8589999675751,474.4280002117157,446.0649998188019,411.65900015830994,921.2109999656677,446.47199988365173,505.7660000324249,378.98600006103516,471.9689998626709,443.1930000782013,443.2960000038147","225.0,411.2420001029968,470.22699999809265,472.58200001716614,404.4849998950958,478.1119999885559,445.8619999885559,479.50600004196167,575.4289999008179,348.98600006103516,663.5650000572205,285.70099997520447,535.0520000457764,478.62999987602234,348.27100014686584,252.62800002098083,516.827999830246,478.529000043869,415.0380001068115,473.202999830246,443.710000038147,441.2480001449585,507.91299986839294,415.2369999885559,451.2850000858307,441.146999835968,535.7690000534058,502.1820001602173,284.7809998989105,475.25099992752075,445.55400013923645,444.8369998931885,444.42700004577637,511.9100000858307,478.3199999332428,436.3510000705719,444.60799980163574,410.9360001087189,413.2920000553131,450.5649998188019","283.79589138978207,481.4920001029968,444.42599987983704,446.268000125885,472.6899998188019,411.8619999885559,502.5880000591278,575.4000000953674,633.146999835968,574.8800001144409,729.2999999523163,626.9290001392365,504.90899991989136,569.3510000705719,609.4939999580383,570.1729998588562,626.3920001983643,599.1539998054504,564.5429999828339,661.518000125885,574.1689999103546,599.0520000457764,658.0360000133514,536.2809998989105,624.5530002117157",0,0,0
2,8292,"258.9334862385321,2040.2519998550415,662.3400001525879,1161.3320000171661,1795.0259997844696,572.018000125885,1436.9560000896454,946.9759998321533,1233.3310000896454,505.5569999217987,440.8430001735687,542.2219998836517,758.3900001049042,969.0359997749329,442.8900001049042,507.3029999732971,384.3180000782013,475.5529999732971,885.1679999828339,923.0520000457764,415.75300002098083,946.5,439.3029999732971,441.65700006484985","225.0,448.3129999637604,912.4979999065399,500.23099994659424,410.3220000267029,444.72900009155273,446.6749999523163,478.31699991226196,574.9860000610352,349.1779999732971,665.0120000839233,819.7999999523163,825.0899999141693,287.3430001735687,486.0039999485016,509.6180000305176,382.8239998817444,506.8919999599457,851.0620000362396,926.4270000457764,447.7000000476837,473.9170000553131,1035.595999956131,284.7809998989105,889.7780001163483,892.335000038147,510.27099990844727,913.7320001125336,443.80599999427795,828.8349997997284","281.99882336655594,920.0829999446869,474.02099990844727,410.12199997901917,507.4020001888275,606.3209998607635,600.6879999637604,607.75,693.3570001125336,630.3799998760223,502.7890000343323,541.2940001487732,1237.8319997787476,1196.6690001487732,593.9319999217987,663.3610000610352,1111.369999885559,1221.5590000152588,625.2650001049042",0,0,0
2,8282,"257.4451754385965,1349.4479999542236,720.702999830246,571.5060000419617,661.420000076294,565.9800000190735,564.3389999866486,630.7000000476837,596.9019999504089,601.0980000495911,570.6859998703003,653.4340000152588,376.83899998664856,405.10400009155273,916.2999999523163,446.6800000667572,849.1150000095367,474.6319999694824,440.37999987602234,510.53700017929077,127.27999997138977,662.0299999713898,502.2809998989105,467.779000043869,441.45700001716614,509.1449999809265,446.52699995040894,414.2430000305176,473.3270001411438,413.2979998588562,475.1449999809265,445.2430000305176,416.2660000324249,504.74900007247925,473.2920000553131,407.5569999217987,442.37400007247925,449.6439998149872,415.23800015449524,470.021999835968","225.0,441.96399998664856,498.69400000572205,413.08899998664856,444.3200001716614,444.625,481.2869999408722,603.760999917984,348.7810001373291,604.4789998531342,343.5610001087189,507.50600004196167,476.68299984931946,347.14600014686584,288.7760000228882,517.5439999103546,478.2220001220703,380.21999979019165,478.3230001926422,438.9979999065399,442.37599992752075,510.9839999675751,417.28600001335144,447.393000125885,440.635999917984,565.1579999923706,502.4909999370575,252.93300008773804,475.86500000953674,445.0989999771118,476.81700015068054,415.56699991226196,512.9300000667572,501.4619998931885,410.6300001144409,441.14599990844727,447.4930000305176,384.3109998703003,446.67400002479553,478.5220000743866","285.958600604586,415.03399991989136,510.4739999771118,411.0720000267029,505.3440001010895,377.84800004959106,508.01799988746643,606.4219999313354,602.2230000495911,605.0880000591278,695.7119998931885,629.768000125885,503.9760000705719,541.9479999542236,668.069000005722,569.0460000038147,562.6989998817444,633.3559999465942,594.1370000839233,662.8510000705719,539.8039999008179,569.7230000495911,720.8069999217987,499.9279999732971,626.9070000648499",0,0,0
2,8272,"258.9334862385321,756.4399998188019,687.0110001564026,1234.3609998226166,562.2929999828339,569.3570001125336,1224.4249999523163,631.2060000896454,570.7909998893738,654.045000076294,347.9630000591278,1003.954999923706,350.21799993515015,411.75999999046326,851.1620001792908,472.9949998855591,439.3069999217987,545.2940001487732,94.51900005340576,690.0859999656677,474.0199999809265,470.4409999847412,439.614000082016,508.12099981307983,447.08200001716614,413.8120000362396,475.55999994277954,380.4230000972748,953.3629999160767,415.03600001335144,975.8880000114441,410.11899995803833,538.1190001964569","225.0,444.2170000076294,439.09699988365173,443.9100000858307,1801.9570000171661,483.4370000362396,601.4079999923706,346.11699986457825,605.7079999446869,1327.545000076294,348.78400015830994,835.9159998893738,446.88499999046326,1298.0529999732971,474.3250000476837,478.1119999885559,416.67199993133545,448.4060001373291,471.67599987983704,537.2030000686646,499.62199997901917,284.8840000629425,443.09699988365173,446.88499999046326,477.60599994659424,446.78200006484985,480.6749999523163,498.65500020980835,886.327999830246","280.2771512954759,385.1309998035431,445.65000009536743,480.57100009918213,443.91100001335144,478.99899983406067,413.23200011253357,534.7469999790192,857.6150000095367,602.3529999256134,1205.8519999980927,666.5590000152588,663.1180000305176,501.1510000228882,544.9800000190735,665.3039999008179,569.8650000095367,562.5970001220703,1226.6740000247955,663.7709999084473,539.2490000724792,603.2519998550415,688.2460000514984,529.9319999217987,1160.7300000190735",0,0,0
2,8012,"257.46403859272976,719.0639998912811,757.6690001487732,687.0130000114441,603.9689998626709,632.7480001449585,560.7569999694824,570.9960000514984,1222.1699998378754,630.2860000133514,571.4049999713898,656.2480001449585,346.37599992752075,1004.4649999141693,350.0140001773834,1261.9989998340607,506.3800001144409,408.9949998855591,1328.875,471.9520001411438,502.7170000076294,410.22499990463257,508.94000005722046,475.6579999923706,413.90899991989136,475.7630000114441,349.3970000743866,509.3250000476837,444.5499999523163,413.09100008010864,504.8399999141693,472.8899998664856,440.12200021743774,539.7579998970032,320.92599987983704,444.5270001888275","225.0,941.2730000019073,413.59699988365173,446.98200011253357,445.85599994659424,481.896999835968,601.8210000991821,346.11899995803833,603.1470000743866,377.38700008392334,507.8819999694824,476.6840000152588,316.220999956131,290.210000038147,547.2409999370575,444.52999997138977,380.52800011634827,477.19599986076355,440.02099990844727,954.076000213623,416.4670000076294,446.57499980926514,1007.3310000896454,501.4649999141693,317.5310001373291,445.67899990081787,412.57800006866455,477.7079999446869,447.9079999923706,636.5320000648499,340.4839999675751,414.93099999427795,472.029000043869,415.585000038147,385.5989999771118,477.3369998931885","285.958600604586,924.0759999752045,411.2479999065399,504.2940001487732,377.90199995040894,509.9159998893738,572.3689999580383,666.3250000476837,571.808000087738,697.4530000686646,660.8959999084473,503.09800004959106,512.7230000495911,698.1769998073578,2326.878000020981,695.6189999580383,508.3230001926422,602.430999994278,689.4739999771118,497.47000002861023,658.1419999599457",0,0,0
2,8022,"259.0028786875223,719.9860000610352,570.6889998912811,5627.218000173569,568.6429998874664,349.09299993515015,442.5789999961853,1735.614000082016,1829.3150000572205,1868.8450000286102,413.5,474.2279999256134,382.164999961853,924.0759999752045,440.9449999332428,507.91100001335144,470.5350000858307,1271.417000055313","225.0,2270.236999988556,414.3159999847412,1561.510999917984,347.8730001449585,977.2249999046326,479.3440001010895,824.566999912262,2136.101000070572,410.0169999599457,985.9219999313354,387.28399991989136,1480.223000049591,1237.5370001792908,2346.7699999809265,1687.5539999008179","280.2771512954759,1372.7960000038147,855.6740000247955,538.0220000743866,2666.9469997882843,2406.0170001983643,664.7929999828339,565.4629998207092,537.404000043869,630.3860001564026,592.9110000133514,1807.49799990654,719.9920001029968,497.9799997806549,1158.8320000171661",0,0,0
2,8032,"257.52177513639907,757.8760001659393,688.1399998664856,570.3800001144409,632.2379999160767,563.4219999313354,569.6610000133514,656.0900001525879,597.5149998664856,1165.75,659.470999956131,814.4060001373291,569.8729999065399,727.2599999904633,853.625,504.5380001068115,411.8589999675751,760.0299999713898,598.0260000228882,468.80099987983704,474.6360001564026,411.55999994277954,542.4240000247955,475.5529999732971,378.7890000343323,474.32299995422363,859.058000087738,447.59699988365173,440.5329999923706,507.7079999446869,470.63700008392334,410.1180000305176,575.9059998989105,287.4430000782013,441.85400009155273","225.0,472.58200001716614,914.1369998455048,414.3220000267029,447.79500007629395,1112.289999961853,317.65199995040894,631.510999917984,378.9910001754761,478.62999987602234,472.5880000591278,353.39299988746643,260.12600016593933,988.0620000362396,886.702999830246,408.58300018310547,988.6879999637604,385.74699997901917,441.146999835968,502.9370000362396,1040.3710000514984,732.2810001373291,412.7849998474121,477.26200008392334,448.76399993896484,693.9769999980927,313.9630000591278,381.64999985694885,474.42500019073486,416.05799984931946,384.30999994277954,478.4190001487732","285.958600604586,476.8730001449585,409.8149998188019,504.4340000152588,345.710000038147,511.7020001411438,605.0909998416901,635.0929999351501,1265.9830000400543,691.0020000934601,505.04299998283386,516.6159999370575,695.0,563.9270000457764,536.8940000534058,598.7469999790192,595.260999917984,699.2020001411438,537.5089998245239,1319.9639999866486,1097.6500000953674",0,0,0
2,8042,"259.0028786875223,4210.681999921799,1703.8780000209808,408.17199993133545,1772.4800000190735,758.5970001220703,1096.5249998569489,855.9830000400543,540.7880001068115,477.06699991226196,378.5039999485016,474.1230001449585,859.2560000419617,1394.8159999847412,4013.417999982834","225.0,415.44199991226196,4192.447999954224,2132.8430001735687,410.3239998817444,989.3010001182556,857.4169998168945,440.63100004196167,1802.5940001010895,5883.802000045776","280.3197557374849,944.8659999370575,317.4449999332428,511.3970000743866,1239.8759999275208,599.1500000953674,1863.4930000305176,1775.0309998989105,2462.1559998989105,1792.141000032425,1128.7799999713898",0,0,0
2,8052,"259.0028786875223,2019.0599999427795,1191.864000082016,569.9760000705719,1859.3129999637604,623.9409999847412,1983.6389999389648,318.57400012016296,406.53399991989136,2308.559000015259,192.20600008964539,627.539999961853,972.9100000858307,383.3939998149872,1395.7460000514984,1335.016000032425,1864.1219999790192,410.6300001144409,1302.4339997768402","225.0,1417.654000043869,412.88300013542175,414.51900005340576,2002.9809999465942,885.0609998703003,951.8330001831055,613.9059998989105,985.5889999866486,477.3359999656677,408.6870000362396,411.34800004959106,542.0119998455048,417.28600001335144,1326.4130001068115,1072.7690000534058,730.3929998874664,892.3840000629425,1107.3310000896454,350.76599979400635,1272.4390001296997","280.3309736294706,861.7070000171661,924.6900000572205,475.6579999923706,409.6099998950958,853.0950000286102,510.59500002861023,2501.96599984169,1170.7580001354218,1269.6729998588562,1665.875,1802.6870000362396,1850.922000169754,1127.651999950409",0,0,0
