1,8731,"22489.385999917984,23747.90700006485,24712.12299990654,25590.93499994278,30542.36999988556,32078.50300002098,33613.21199989319,35568.388000011444,36156.075000047684,36538.542999982834,36927.46700000763,37282.8029999733,38258.59100008011,38876.421000003815,39172.424000024796,40080.73200011253,40598.578000068665,40986.888999938965,41439.611000061035,41956.94600009918,42351.91199994087,42908.88000011444,43465.64499998093,43918.05599999428,44730.108000040054,45122.0039999485,45380.673000097275,47359.09299993515,47747.299999952316,48588.73799991608,48870.34400010109,49163.31500005722,49549.16400003433,50294.953999996185,51622.700000047684,52041.01200008392,52624.700999975204,52922.076999902725,53179.31299996376,53403.980999946594,53967.29200005531,54287.706000089645,54541.15199995041,54929.051000118256,55503.325000047684,56279.94600009918,57284.170000076294,57543.59299993515,58735.65499997139,59220.93000006676,59708.46700000763,60161.90199995041,61846.920000076294,62173.173000097275,62552.77800011635,63062.53900003433,63319.25900006294,63740.236999988556,63964.394000053406,64544.91100001335,64860.924999952316,65754.18099999428,66728.74399995804,67023.76399993896,67347.76399993896,68223.09299993515,68750.97199988365,69760.85199999809,70021.0529999733,70344.94799995422,71057.2539999485,71683.44199991226,72145.3789999485,72666.70799994469,73354.13499999046,73845.46300005913,74472.57800006866,75158.88400006294,75644.27699995041,76264.22699999809,76819.35400009155,77443.90899991989,78029.03600001335,78771.86500000954,79342.34899997711,79849.95799994469,80449.21799993515,81022.15899991989,83499.16199994087,84012.91199994087"
1,8742,"21203.108999967575,22427.332000017166,23557.44000005722,24460.522000074387,25342.609999895096,26226.74699997902,27145.4960000515,28189.99399995804,28827.239000082016,29652.4960000515,30382.520999908447,31086.53600001335,31791.367000102997,32524.260999917984,33004.83699989319,33613.21199989319,34190.25300002098,34861.80800008774,35344.43000006676,35765.41000008583,36218.33500003815,36669.105999946594,37122.33899998665,37542.69799995422,38031.25900006294,38451.105999946594,38941.71399998665,39367.90899991989,39818.99000000954,40404.013999938965,40825.60400009155,41215.042999982834,41603.043999910355,42056.480999946594,42515.03999996185,42940.72699999809,43498.706000089645,43885.08500003815,44309.02699995041,44762.117000103,45184.367000103,45576.26200008392,47095.918999910355,47486.891000032425,47875.40499997139,48263.201999902725,48620.174999952316,49001.03999996185,49484.65100002289,49872.957000017166,49998.80900001526,50551.88000011444,50877.31500005722,51328.39700007439,51655.05900001526,52203.831000089645,52658.28900003433,53082.64299988747,53373.77200007439,53636.94499993324,54064.66499996185,54413.96799993515,54637.71700000763,55184.4430000782,55567.019000053406,56018.28900003433,56313.53399991989,56641.52999997139,57444.77500009537,57704.86299991608,57963.23799991608,58410.734999895096,58735.65499997139,59057.80500006676,59414.47399997711,59805.03200006485,60161.90199995041,60455.89700007439,61166.765000104904,61492.608999967575,61942.361000061035,62296.77200007439,62997.10100007057,63349.98000001907,63642.953000068665,63899.67700004578,64348.81100010872,64607.582000017166,65181.4430000782,65406.72900009155,65722.1289999485,66267.93499994278,66762.33299994469,67090.3259999752,67512.32399988174,67769.66000008583,68287.50300002098,68817.43000006676,69269.22600007057,69598.13700008392,70051.67100000381,70410.05100011826,70991.10400009155,71617.39499998093,72111.58699989319,72698.75999999046,73320.65000009537,73909.05500006676,74502.78699994087,75420.11599993706,75710.42899990082,76297.10299992561,76883.55999994278,77509.85700011253,78128.1440000534,78738.68799996376,79405.0190000534,79915.29099988937,80513.7309999466,81086.56999993324,82895.19499993324,83691.88400006294,84714.16000008583,85914.20799994469,87232.3299999237"
1,8292,"21298.240999937057,22520.31200003624,23652.980999946594,24587.704999923706,25435.078999996185,26322.493000030518,27238.680999994278,28285.332000017166,30479.289999961853,31889.266000032425,32648.680000066757,33100.480999946594,35441.507999897,35861.83800005913,36312.545000076294,36766.798000097275,37219.00600004196,37642.13100004196,38583.10199999809,39039.301000118256,39465.39499998093,41342.94400000572,41698.483000040054,42643.24799990654,43071.701999902725,44013.59699988365,44435.15599989891,44856.67899990082,45705.698999881744,47195.24900007248,47585.09400010109,48007.60700011253,48360.075000047684,48714.18099999428,49098.90400004387,49580.91000008583,49966.450000047684,50129.986000061035,51749.37599992752,52755.671999931335,53179.31299996376,53505.15499997139,53835.09200000763,54191.448999881744,54509.81599998474,54766.74300003052,55342.96199989319,55695.65499997139,56115.89800000191,56441.53800010681,56704.90499997139,57575.953999996185,57835.33800005913,58089.1930000782,58543.24300003052,58834.26799988747,59543.703000068665,59868.51999998093,60291.233000040054,60584.30599999428,61264.15000009537,61622.5569999218,62389.34400010109,63095.71499991417,63770.956000089645,63995.93400001526,64480.91000008583,64699.1289999485,65537.70300006866,66861.96900010109,67188.83599996567,68947.17300009727,71717.2349998951,72244.70900011063,72799.31900000572,73417.72699999809,74602.61500000954,75516.47699999809,75808.94099998474,76398.47699999809,77641.64800000191,78864.53900003433,79499.53699994087,83789.06100010872,86008.82899999619"
1,8282,"21362.243000030518,22582.06100010872,23716.265000104904,24650.989000082016,25497.03200006485,26386.90400004387,27302.273000001907,28348.512000083923,28984.426000118256,29843.990000009537,30511.19000005722,31246.075999975204,31953.674999952316,32712.37400007248,33165.608999967575,33742.34299993515,34349.38700008392,35022.78500008583,35537.66499996185,35927.00200009346,36376.64700007439,36830.28699994087,37282.8029999733,37706.74699997902,38193.77300000191,39105.34999990463,39559.50200009346,39981.709000110626,40598.578000068665,41019.75999999046,41407.55900001526,41763.507999897,42219.81299996376,42710.93799996376,43104.266000032425,43658.36599993706,44079.13400006294,44498.3710000515,44922.62599992752,45380.673000097275,45739.18600010872,46903.71000003815,47260.27399992943,47650.84599995613,48071.81299996376,48776.44099998474,49163.31500005722,49677.882999897,50030.861000061035,50162.959000110626,50715.41700005531,51038.39700007439,51491.62700009346,51812.24699997902,52365.420000076294,52819.77699995041,53276.49099993706,53603.25500011444,53901.34500002861,54256.16700005531,54575.15499997139,54862.489000082016,55408.19199991226,55758.614000082016,56180.923000097275,56506.97300004959,56802.200000047684,57639.953999996185,57899.236999988556,58153.19499993324,58605.09299993515,58898.77999997139,59220.93000006676,59609.34299993515,59935.69000005722,60355.84800004959,60649.22799992561,61330.71300005913,61689.32299995422,62110.05200004578,62454.676000118256,63163.40300011635,63546.49000000954,63834.31999993324,64063.007999897,64544.91100001335,64761.28800010681,65374.983999967575,65569.1400001049,65884.13000011444,66435.97699999809,66925.97099995613,67252.94000005722,67673.60700011253,67901.65599989891,68459.43499994278,68978.81500005722,69399.68499994278,69760.85199999809,70216.02500009537,70571.35800004005,71125.35100007057,71783.33899998665,72307.4809999466,72897.11299991608,73452.33899998665,74074.94799995422,74667.76099991798,75579.14800000191,75905.40599989891,76463.40899991989,77049.34999990463,77673.80200004578,78290.89499998093,78928.54299998283,79561.69499993324,80070.12400007248,80671.63499999046,81271.507999897,83083.3069999218,83918.59999990463,84902.98900008202,87419.01099991798"
1,8272,"21489.631999969482,23808.631999969482,24743.96900010109,25590.93499994278,26481.933000087738,27398.838000059128,28442.414000034332,29908.398000001907,31340.081000089645,32046.34899997711,32811.60199999809,33261.97000002861,33871.37199997902,36024.6930000782,36474.132999897,36927.46700000763,37381.519000053406,37837.41199994087,38749.60700011253,39203.65599989891,39622.50699996948,40080.73200011253,41147.046999931335,41603.043999910355,41859.2539999485,44176.78200006485,45477.85299992561,46773.59500002861,48168.78699994087,48489.83299994469,48903.72699999809,49289.575999975204,49775.99000000954,50129.986000061035,50294.953999996185,50845.263000011444,51170.293999910355,51591.263000011444,51941.375,52922.076999902725,53341.72099995613,53770.27300000191,54032.72600007057,54351.70799994469,54669.97399997711,54991.41400003433,55503.325000047684,55856.921000003815,56279.94600009918,56607.43000006676,56898.45799994469,57740.81999993324,57995.700000047684,58280.27600002289,58993.60400009155,59322.516999959946,59708.46700000763,60032.97699999809,60455.89700007439,60744.359999895096,61428.09500002861,61816.09599995613,62204.81500005722,63611.00500011444,63931.426000118256,64157.93400001526,64668.61299991608,64895.12700009346,65504.72799992561,65691.20399999619,66016.43300008774,66499.67100000381,67023.76399993896,67381.14899992943,67802.02500009537,67999.24499988556,68555.69199991226,69888.95600008965,70311.36100006104,70668.84400010109,71883.54699993134,72402.20399999619,72993.14899992943,74174.48300004005,74769.54699993134,75972.48000001907,76557.9200000763,78385.2950000763,79021.00999999046,79689.08299994469,80766.05100011826,81362.03299999237,84045.98799991608,84999.65599989891,86169.90700006485"
1,8012,"21521.68400001526,22737.09699988365,23900.28099989891,24837.46199989319,25656.36899995804,26546.34299993515,27462.83899998665,28506.823999881744,29178.0680000782,29970.762000083923,30698.941999912262,31404.390000104904,32142.40199995041,32875.19400000572,33325.766999959946,33905.00999999046,35181.50699996948,35700.078999996185,36091.56200003624,36538.542999982834,36991.16100001335,37447.25900006294,37870.18099999428,38388.02600002289,38812.58299994469,39267.34999990463,39722.117000103,40177.27699995041,40760.78299999237,41215.042999982834,41665.510999917984,41924.790999889374,42351.91199994087,42844.36599993706,43269.74799990654,43818.420000076294,44243.38700008392,45543.28900003433,47062.84400010109,47389.915999889374,47811.71099996567,48231.66199994087,48588.73799991608,48969.16100001335,49355.829999923706,50197.05800008774,50360.799000024796,50909.16300010681,51233.57299995422,51655.05900001526,52007.424999952316,52658.28900003433,53437.44000005722,53867.757999897,54096.625,54734.28200006485,55088.59400010109,55600.40199995041,55921.739000082016,56343.641000032425,56704.90499997139,56962.168999910355,57802.87599992752,58089.1930000782,58344.78800010681,58801.8069999218,59089.14499998093,59383.75300002098,59774.0039999485,60129.33599996567,60810.71499991417,61492.608999967575,61877.334000110626,62265.74499988556,62616.26799988747,63349.98000001907,63708.49099993706,63995.93400001526,64250.709000110626,64730.25999999046,64961.68899989128,65569.1400001049,65785.51699995995,66594.28999996185,67090.3259999752,67869.39899992943,68095.29699993134,68620.00099992752,69176.24499988556,69563.62700009346,69954.90499997139,70410.05100011826,70736.63599991798,71286.53800010681,71948.45900011063,72468.45799994469,73649.05399990082,74239.91899991035,74800.77999997139,75743.81299996376,76068.74000000954,76624.48000001907,77834.67700004578,78449.50099992752,79085.42100000381,79720.93099999428,80258.74900007248,80862.92300009727,81422.85899996758,82638.16599988937,83242.2349998951,84109.47699999809,85094.0720000267,87574.55900001526"
1,8022,"22802.022000074387,23960.865000009537,24901.667999982834,25722.31599998474,27526.020999908447,29242.888000011444,30066.81399989128,30795.509000062943,31469.31200003624,32941.141999959946,33389.76999998093,35280.83800005913,36186.795000076294,37055.36800003052,37510.33899998665,37967.87299990654,38451.105999946594,38876.421000003815,40858.27099990845,41278.9430000782,41729.8180000782,43367.44000005722,44309.02699995041,44696.417999982834,47161.763999938965,49033.265000104904,50294.953999996185,50972.75500011444,51328.39700007439,51717.62700009346,52075.828999996185,52690.23799991608,53505.15499997139,54800.638000011444,55985.02699995041,56407.641999959946,56768.81699991226,57899.236999988556,58444.8710000515,58866.62700009346,59868.51999998093,60161.90199995041,60615.74300003052,61976.86999988556,62682.93099999428,64827.85100007057,65852.18099999428,67156.88700008392,68159.70700001717,69269.22600007057,69629.16400003433,70051.67100000381,72534.40499997139,73122.19400000572,73714.79699993134,75808.94099998474,77274.94400000572,78511.5569999218,79818.11100006104,80322.23900008202,80926.82299995422,81515.53299999237,82703.08899998665,83305.51999998093,86292.99399995804"
1,8032,"22865.201999902725,24053.06500005722,24963.519999980927,25786.421000003815,26704.553999900818,27588.588000059128,29305.96799993515,30131.539000034332,30859.40599989891,31534.74799990654,32269.56599998474,33004.83699989319,33456.132999897,34029.78800010681,34697.864000082016,35861.83800005913,36218.33500003815,37122.33899998665,37575.05800008774,38031.25900006294,38516.18099999428,38941.71399998665,39399.551000118256,40340.21000003815,40921.55599999428,41375.50699996948,41795.867000103,42056.480999946594,42482.78299999237,43005.44600009918,44404.671000003815,44762.117000103,45281.03500008583,47195.24900007248,47943.19499993324,48392.74000000954,49098.90400004387,49484.65100002289,49998.80900001526,50489.21000003815,51038.39700007439,51390.96600008011,51779.78500008583,52755.671999931335,53570.38400006294,53999.44600009918,54224.52500009537,54575.15499997139,54862.489000082016,55216.90599989891,55758.614000082016,56082.41199994087,56474.9470000267,56834.55900001526,57094.55900001526,57963.23799991608,58247.81500005722,58929.39800000191,59220.93000006676,59543.703000068665,59935.69000005722,60680.81699991226,60943.65799999237,61654.608000040054,62454.676000118256,62746.010999917984,63512.59500002861,63834.31999993324,64382.704999923706,64895.12700009346,65120.00300002098,65722.1289999485,65916.1819999218,67220.47900009155,67577.20600008965,68029.65700006485,68223.09299993515,68783.74000000954,69367.63199996948,70115.14499998093,70538.38400006294,71419.04600000381,72111.58699989319,72632.71099996567,73813.61599993706,74373.1440000534,74966.36599993706,75872.02200007439,76198.48300004005,76786.3789999485,77340.99399995804,78574.742000103,79247.72900009155,79882.82899999619,80386.34299993515,80989.79999995232,81608.617000103,83370.64700007439,84236.66000008583,86355.66400003433,87699.89899992943"
1,8042,"22929.101000070572,24116.453000068665,30193.894999980927,31598.441999912262,40404.013999938965,48776.44099998474,49163.31500005722,55312.03699994087,65818.59200000763,66301.625,67317.65799999237,68095.29699993134,68319.61100006104,70604.75,71519.08699989319,76297.10299992561,77405.78699994087"
1,8052,"21800.52600002289,26831.430000066757,28795.391999959946,30991.417999982834,31664.082000017166,32364.615000009537,33100.480999946594,35959.56500005722,36344.890000104904,37219.00600004196,37675.41199994087,38129.257999897,38682.635999917984,39559.50200009346,40466.888999938965,41502.486000061035,41924.790999889374,43170.007999897,43529.44099998474,44112.21000003815,44889.549000024796,45380.673000097275,47682.581000089645,48523.30399990082,48838.4960000515,49612.96000003815,50129.986000061035,50456.74900007248,50615.88199996948,51524.80399990082,52888.46300005913,53670.94199991226,54128.575000047684,54351.70799994469,54991.41400003433,55856.921000003815,56180.923000097275,56574.457000017166,56962.168999910355,57220.513999938965,58344.78800010681,58637.24699997902,59642.51200008392,60064.61899995804,61069.68899989128,62141.83800005913,62552.77800011635,62868.58699989319,63675.41499996185,63964.394000053406,64480.91000008583,65310.68099999428,65852.18099999428,66047.8710000515,67704.32699990273,69827.00300002098,70279.71799993515,70668.84400010109,71550.93400001526,72732.86199998856,73354.13499999046,74502.78699994087,76913.87400007248,79624.367000103,80481.2690000534,81117.90499997139,82862.1099998951,83499.16199994087,85347.31100010872,87793.28999996185"
