route_id,stop_id,EWT1,EWT2,EWT3,EWT4,EWT5,EWT6
2,8011,250.88380500351218,122.26125875406638,667.1613457127064,179.97716083487808,151.5780530504211,551.3559675557847
2,8012,943.8331628525309,340.7162415317019,302.29227056869297,189.43835342332915,559.7362526886852,717.7256222331081
2,8021,576.3619576626395,500.8993071360312,620.6092103121475,156.65656695358277,792.8855533087428,958.4953538382676
2,8022,519.8328972723165,331.86104376757356,393.2854247727356,458.4213421415467,277.88384753925595,330.9863145687576
2,8031,404.95662274891765,325.6424648408166,493.94867596271456,279.59332453535205,543.4631849118787,675.4339233857879
2,8032,469.553617433779,415.9059804921103,892.0319025122567,397.5170944389496,584.2602539093758,557.1072653347634
2,8041,290.5899721443986,322.98286030919047,383.96877279510306,248.40534129849206,376.37166277701454,1095.8648709316722
2,8042,769.9158445288753,392.53294044474023,655.236562660167,446.45164349811637,249.07907039068013,813.4088241757132
2,8051,373.2728324402317,654.0952153230655,410.2130720210465,631.3022668318407,340.27795285620255,444.8767443646713
