route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10
2,8731,"179.09728912288563,757.0629999637604,407.97300004959106,94.00600004196167,375.3069999217987,374.99900007247925,313.7630000114441,349.1949999332428,316.95099997520447,316.61699986457825,285.19200015068054,382.7829999923706,287.95700001716614,314.86299991607666,606.0280001163483,284.1879999637604,704.3280000686646,219.96199989318848,352.9830000400543,317.7569999694824,258.87400007247925,416.16699981689453,288.0610001087189,256.92700004577637,380.52999997138977,1554.5789999961853,285.39599990844727,223.95500016212463,254.4689998626709,252.93300008773804,475.14400005340576,605.9099998474121,224.97699999809265,408.99399995803833,1340.2490000724792,613.8029999732971,225.2850000858307,348.7699999809265,253.24900007247925,389.1289999485016,289.0829999446869,317.0369999408722,246.38000011444092","221.12440780746635,216.58399987220764,331.78400015830994,516.7799999713898,772.2539999485016,896.3269999027252,538.9430000782013,411.5550000667572,345.710000038147,448.0079998970032,280.3770000934601,708.9299998283386,383.4960000514984,1542.9980001449585,321.7479999065399,1068.260999917984,317.85700011253357,2854.053999900818,319.1860001087189,613.5899999141693,638.5810000896454,126.1579999923706,62.9779999256134,2624.9720001220703","155.16862988220706,424.76399993896484,388.30800008773804,1290.4649999141693,348.57800006866455,611.0309998989105,252.73099994659424,260.3070001602173,387.6380000114441,325.492999792099,724.6000001430511,491.01799988746643,194.5640001296997,33.448999881744385,454.29100012779236,293.585000038147,328.91299986839294,321.95099997520447,415.9579999446869,221.2829999923706,223.7460000514984,765.3519999980927,225.9980001449585,347.9619998931885,521.5339999198914,989.5140001773834,229.27900004386902,192.92599987983704,32.15499997138977,34.509000062942505,223.54399991035461,214.9430000782013,220.98499989509583,509.6560001373291,227.64100003242493,453.6419999599457,194.56399989128113,288.1600000858307,93.08299994468689,1231.0699999332428,317.23800015449524,124.62299990653992,221.90199995040894,32.144999980926514,32.47000002861023,32.460999965667725,379.09500002861023","289.5576906164805,341.71399998664856,221.90499997138977,1001.3900001049042,537.3039999008179,697.2560000419617,569.2539999485016,536.9990000724792,628.7530000209808,647.2890000343323,569.875,1803.8339998722076,597.625,595.1660001277924,1156.638000011444,629.0590000152588,623.8339998722076,628.4660000801086,505.6380000114441,758.1840000152588",0,0
2,8742,"153.44267993456924,186.99000000953674,943.5390000343323,282.9379999637604,311.92000007629395,280.99399995803833,279.8670001029968,287.6510000228882,348.271999835968,286.83200001716614,286.3180000782013,380.7349998950958,259.08000016212463,313.0460000038147,282.52999997138977,351.95899987220764,289.59600019454956,348.375,254.5019998550415,319.364000082016,350.5260000228882,255.4960000514984,318.77999997138977,355.7479999065399,287.44600009918213,287.95700001716614,411.45499992370605,421.28600001335144,222.8289999961853,568.4389998912811,159.85199999809265,470.94900012016296,254.47099995613098,318.5739998817444,159.132000207901,220.16499996185303,317.24000000953674,227.4340000152588,284.470999956131,284.67700004577637,320.1080000400543,312.63499999046326,317.7569999694824,349.5059998035431,287.4390001296997,419.4430000782013,257.84999990463257","215.7055250783699,322.2589998245239,251.29500007629395,386.87400007247925,322.3619999885559,257.1329998970032,366.80599999427795,454.6100001335144,771.7649998664856,511.90499997138977,357.5880000591278,447.80200004577637,448.1139998435974,482.31300020217896,598.6449999809265,280.58200001716614,510.37099981307983,409.3010001182556,421.58899998664856,509.0420000553131,1358.2749998569489,377.75100016593933,450.6729998588562,533.4230000972748,533.404000043869,350.93499994277954,469.20899987220764,420.1520001888275,451.28799986839294,1639.766000032425,225.07800006866455,584.4059998989105","169.6390603085554,289.79500007629395,255.80099987983704,474.9379999637604,507.1950001716614,803.0950000286102,451.8439998626709,393.1210000514984,324.4100000858307,634.8349997997284,372.489000082016,225.07800006866455,245.76399993896484,224.77500009536743,159.64399981498718,352.87600016593933,318.88100004196167,323.28799986839294,229.58400011062622,254.26599979400635,295.22700023651123,661.1099998950958,325.63899993896484,292.4609999656677,199.37600016593933,353.18699979782104,295.8340001106262,296.24699997901917,128.4079999923706,259.79500007629395,349.7059998512268,315.28700017929077,255.90100002288818,352.875,479.8550000190735,157.80099987983704,446.67700004577637,264.3639998435974,412.19900012016296,194.47099995613098,680.2590000629425,157.90499997138977","243.12423580786026,245.29699993133545,218.93600010871887,226.1050000190735,316.0130000114441,584.5130000114441,131.38199996948242,256.414999961853,316.11500000953674,320.4579999446869,218.68799996376038,344.5789999961853,633.2480001449585,218.93299984931946,224.66799998283386,220.98100018501282,567.202999830246,151.86100006103516,223.23600006103516,529.2130000591278,658.8559999465942,603.3529999256134,538.5329999923706,569.2539999485016,597.7240002155304,1215.316999912262,911.9010000228882,1492.2239999771118,599.5680000782013,595.5759999752045,1186.7439999580383,597.8129999637604",0,0
2,8742,"153.44267993456924,186.99000000953674,943.5390000343323,282.9379999637604,311.92000007629395,280.99399995803833,279.8670001029968,287.6510000228882,348.271999835968,286.83200001716614,286.3180000782013,380.7349998950958,259.08000016212463,313.0460000038147,282.52999997138977,351.95899987220764,289.59600019454956,348.375,254.5019998550415,319.364000082016,350.5260000228882,255.4960000514984,318.77999997138977,355.7479999065399,287.44600009918213,287.95700001716614,411.45499992370605,421.28600001335144,222.8289999961853,568.4389998912811,159.85199999809265,470.94900012016296,254.47099995613098,318.5739998817444,159.132000207901,220.16499996185303,317.24000000953674,227.4340000152588,284.470999956131,284.67700004577637,320.1080000400543,312.63499999046326,317.7569999694824,349.5059998035431,287.4390001296997,419.4430000782013,257.84999990463257","215.7055250783699,322.2589998245239,251.29500007629395,386.87400007247925,322.3619999885559,257.1329998970032,366.80599999427795,454.6100001335144,771.7649998664856,511.90499997138977,357.5880000591278,447.80200004577637,448.1139998435974,482.31300020217896,598.6449999809265,280.58200001716614,510.37099981307983,409.3010001182556,421.58899998664856,509.0420000553131,1358.2749998569489,377.75100016593933,450.6729998588562,533.4230000972748,533.404000043869,350.93499994277954,469.20899987220764,420.1520001888275,451.28799986839294,1639.766000032425,225.07800006866455,584.4059998989105","169.6390603085554,289.79500007629395,255.80099987983704,474.9379999637604,507.1950001716614,803.0950000286102,451.8439998626709,393.1210000514984,324.4100000858307,634.8349997997284,372.489000082016,225.07800006866455,245.76399993896484,224.77500009536743,159.64399981498718,352.87600016593933,318.88100004196167,323.28799986839294,229.58400011062622,254.26599979400635,295.22700023651123,661.1099998950958,325.63899993896484,292.4609999656677,199.37600016593933,353.18699979782104,295.8340001106262,296.24699997901917,128.4079999923706,259.79500007629395,349.7059998512268,315.28700017929077,255.90100002288818,352.875,479.8550000190735,157.80099987983704,446.67700004577637,264.3639998435974,412.19900012016296,194.47099995613098,680.2590000629425,157.90499997138977","243.12423580786026,245.29699993133545,218.93600010871887,226.1050000190735,316.0130000114441,584.5130000114441,131.38199996948242,256.414999961853,316.11500000953674,320.4579999446869,218.68799996376038,344.5789999961853,633.2480001449585,218.93299984931946,224.66799998283386,220.98100018501282,567.202999830246,151.86100006103516,223.23600006103516,529.2130000591278,658.8559999465942,603.3529999256134,538.5329999923706,569.2539999485016,597.7240002155304,1215.316999912262,911.9010000228882,1492.2239999771118,599.5680000782013,595.5759999752045,1186.7439999580383,597.8129999637604",0,0
2,8292,"154.0089940457537,881.1949999332428,251.893000125885,592.2990000247955,282.1199998855591,315.0940001010895,251.70700001716614,318.9869999885559,317.75499987602234,317.654000043869,922.4530000686646,284.36699986457825,668.8970000743866,317.4489998817444,288.4690001010895,317.14299988746643,896.1290001869202,384.7300000190735,288.2630000114441,290.4159998893738,347.1449999809265,1241.5339999198914,160.97699999809265,501.875,288.16100001335144,255.80100011825562,154.62700009346008,1051.789999961853,635.3819999694824,313.760999917984,315.1970000267029,356.6689999103546,222.2130000591278,416.36300015449524,582.9869999885559,319.42899990081787,285.15199995040894,387.3860001564026","221.05742078209383,369.05799984931946,802.7360000610352,904.5220000743866,354.7149999141693,479.85599994659424,416.8800001144409,1111.0639998912811,761.1549999713898,830.7850000858307,510.1710000038147,1356.4210000038147,855.8810000419617,534.5369999408722,502.59100008010864,824.231999874115,423.54500007629395,2088.0810000896454,223.74399995803833,1119.4589998722076,576.420000076294","162.44237266112265,507.29900002479553,1649.800999879837,325.74000000953674,628.8480000495911,409.60599994659424,188.42500019073486,246.37399983406067,260.4079999923706,482.92700004577637,317.8580000400543,582.8180000782013,514.3229999542236,994.0199999809265,549.3869998455048,592.3920001983643,292.86699986457825,418.0020000934601,635.0920000076294,255.69700002670288,354.00099992752075,477.7060000896454,1281.4589998722076,872.8780000209808,162.00099992752075,222.00800013542175,248.9409999847412,252.8309998512268,190.46900010108948,322.0550000667572,582.3619999885559,130.86999988555908,569.3550000190735","262.51723372124013,215.86300015449524,315.8049998283386,1109.4120001792908,221.08399987220764,562.4920001029968,379.50099992752075,1154.5839998722076,637.6590001583099,2298.422999858856,591.7870001792908,2404.6449999809265,596.691999912262,595.9860000610352,1252.795000076294",0,0
2,8282,"153.59543181060354,1070.6219999790192,345.50600004196167,277.41100001335144,281.9140000343323,315.7079999446869,255.08700013160706,348.47699999809265,285.09099984169006,318.1650002002716,349.80999994277954,287.95700001716614,314.86299991607666,255.93099999427795,382.68099999427795,284.3730001449585,318.7809998989105,288.09699988365173,317.5140001773834,320.1119999885559,286.31900000572205,322.4249999523163,351.489000082016,288.981999874115,288.57100009918213,347.6579999923706,452.21799993515015,252.82699990272522,538.7430000305176,157.393000125885,504.02499985694885,286.11300015449524,255.59500002861023,157.28999996185303,252.82999992370605,288.0569999217987,256.5140001773834,252.010999917984,286.92899990081787,348.5789999961853,314.7850000858307,315.0940001010895,355.2359998226166,257.2350001335144,383.50099992752075,358.30599999427795,225.2850000858307","217.1368581234216,253.24900007247925,389.1289999485016,352.981999874115,222.00800013542175,339.2590000629425,836.1189999580383,414.83200001716614,490.50499987602234,384.9370000362396,448.20499992370605,415.8550000190735,479.2409999370575,631.2090001106262,249.65899991989136,512.4170000553131,441.65899991989136,390.04900002479553,541.0950000286102,1293.9560000896454,440.6380000114441,445.7569999694824,533.1059999465942,504.74000000953674,380.0169999599457,443.61100006103516,392.29699993133545,479.65499997138977,1639.4560000896454,226.3069999217987,643.4920001029968,473.6119999885559","166.34726298328442,254.07500004768372,444.6119999885559,508.0150001049042,772.829999923706,519.2799999713898,356.56500005722046,324.614000082016,627.106999874115,412.67900013923645,184.73099994659424,250.68099999427795,226.9229998588562,158.10800004005432,355.22000002861023,321.65899991989136,325.4360001087189,254.5680000782013,295.6410000324249,219.55099987983704,699.8180000782013,295.83899998664856,261.02300000190735,290.0019998550415,320.4150002002716,269.1099998950958,292.8680000305176,160.66899991035461,256.41100001335144,313.96200013160706,321.539999961853,257.74399995803833,350.72699999809265,508.01399993896484,128.00200009346008,455.7909998893738,253.75500011444092,417.49199986457825,255.69900012016296,614.414999961853,164.35599994659424,248.32599997520447,218.62900018692017,255.90399980545044,188.72699999809265,325.12800002098083,583.7510001659393","256.87828504043125,283.1410000324249,349.80399990081787,215.04299998283386,317.64800000190735,600.3780000209808,254.04699993133545,254.0660002231598,220.5719997882843,563.2700002193451,126.41899991035461,220.25300002098083,526.7560000419617,693.7739999294281,573.4530000686646,537.0989999771118,569.4589998722076,627.5230000019073,592.7079999446869,594.5520000457764,904.6300001144409,1530.1110000610352,565.7769999504089,1532.0479998588562,879.228000164032",0,0
2,8272,"154.12662825651302,251.09300017356873,283.44999980926514,309.8710000514984,280.8589999675751,570.1110000610352,319.19000005722046,318.6779999732971,348.4779999256134,604.6230001449585,313.82999992370605,287.95700001716614,384.62599992752075,284.4760000705719,287.3729999065399,287.5169999599457,351.85700011253357,317.8589999675751,252.93499994277954,325.23200011253357,351.960000038147,287.95700001716614,286.11299991607666,513.4500000476837,318.3699998855591,252.11700010299683,665.0049998760223,537.6130001544952,697.3589999675751,222.10899996757507,290.92199993133545,253.239000082016,253.23099994659424,632.7509999275208,317.14200019836426,668.9979999065399,644.0139999389648,356.7699999809265,352.36300015449524,477.2960000038147,420.3619999885559","221.16957456223528,558.2639999389648,402.65499997138977,788.7980000972748,521.2260000705719,383.08399987220764,449.13700008392334,414.72899985313416,1136.460000038147,255.79999995231628,509.55200004577637,416.05800008773804,931.3499999046326,1320.1710000038147,412.68099999427795,975.6920001506805,506.47899985313416,377.55800008773804,447.8050000667572,419.54199981689453,447.4980001449585,1097.7519998550415,1411.4020001888275,479.5519998073578,319.4940001964569,256.0079998970032,445.6489999294281","160.5978188143985,455.07400012016296,356.2579998970032,946.2939999103546,444.53000020980835,153.9029998779297,637.9649999141693,354.02100014686584,323.3710000514984,326.25499987602234,353.2669999599457,225.5130000114441,193.13100004196167,1254.9389998912811,617.6860001087189,263.06900000572205,454.5590000152588,253.34100008010864,634.375,607.3439998626709,541.9100000858307,97.58899998664856,487.8439998626709,635.0990002155304,226.7189998626709,648.3099999427795,191.79900002479553,435.9279999732971,255.90300011634827,318.9839999675751,193.53999996185303,584.6150000095367,161.6930000782013,252.010999917984,287.44400000572205","262.46879167778076,316.00300002098083,632.2300000190735,224.97499990463257,253.0329999923706,814.4140000343323,95.22000002861023,221.18799996376038,525.835000038147,694.9019999504089,603.7639999389648,505.7150001525879,568.0869998931885,1217.8020000457764,1498.1159999370575,2099.164999961853,1818.364000082016",0,0
2,8012,"153.6787561241154,625.885999917984,313.0460000038147,280.585000038147,280.5769999027252,604.0820000171661,320.11300015449524,315.91299986839294,285.29500007629395,384.8310000896454,285.08899998664856,282.7349998950958,286.5239999294281,383.0900001525879,316.731999874115,255.70000004768372,638.7910001277924,321.75,253.54999995231628,674.1189999580383,287.44600009918213,315.9119999408722,516.930999994278,283.55399990081787,253.75500011444092,507.71399998664856,154.6269998550415,540.9940001964569,254.4689998626709,283.9609999656677,157.08500003814697,223.95099997520447,320.5169999599457,221.5970001220703,253.75200009346008,288.875,344.99399995803833,316.42599987983704,672.069000005722,257.5039999485016,384.87000012397766,356.9760000705719","215.60211820083683,254.7369999885559,256.2109999656677,421.0859999656677,348.36500000953674,209.41400003433228,762.4909999370575,399.67700004577637,418.4140000343323,483.5439999103546,382.672000169754,863.2509999275208,476.5810000896454,660.4939999580383,254.87800002098083,509.34800004959106,418.106999874115,416.05999994277954,517.1319999694824,1698.75200009346,474.9449999332428,531.670000076294,507.095999956131,376.739000082016,482.9279999732971,513.9579999446869,351.24000000953674,1032.111999988556,578.2620000839233,259.89400005340576,638.5789999961853","170.03256430465,283.4480001926422,255.89299988746643,448.73200011253357,541.0920000076294,802.7309999465942,456.510999917984,357.07400012016296,318.67399978637695,1096.4130001068115,125.08999991416931,226.15100002288818,254.36500000953674,161.79500007629395,351.85400009155273,354.9279999732971,293.89599990844727,356.97499990463257,221.2920000553131,203.8840000629425,692.75,325.70499992370605,226.34500002861023,322.9739999771118,295.01900005340576,264.6050000190735,322.5639998912811,130.04900002479553,253.14199995994568,667.9580001831055,224.5659999847412,349.2920000553131,542.5249998569489,128.61700010299683,423.2279999256134,284.15000009536743,448.94799995422363,999.3450000286102","241.09828998931243,218.32299995422363,221.29099988937378,253.54900002479553,515.5950000286102,583.3680000305176,161.71199989318848,250.37200021743774,289.4299998283386,341.0570001602173,222.2099997997284,316.00999999046326,856.0720000267029,252.0090000629425,220.77800011634827,595.260999917984,94.00499987602234,251.3970000743866,496.24000000953674,695.7200000286102,602.8420000076294,537.5090000629425,534.9499998092651,629.8790001869202,587.510999917984,630.5729999542236,870.6340000629425,1532.566999912262,597.1119999885559,1816.3159999847412",0,0
2,8022,"154.19479218828243,888.345999956131,1271.9479999542236,985.835000038147,1181.3210000991821,578.5999999046326,350.19600009918213,605.6109998226166,1113.9400000572205,476.48099994659424,1202.920000076294,159.13199996948242,222.3140001296997,574.2679998874664,1202.0,291.4379999637604,96.67000007629395,544.0650000572205,710.7769999504089,602.0190000534058,258.0549998283386,389.5380001068115","221.05742078209383,1340.9070000648499,2183.9260001182556,2022.5439999103546,293.89400005340576,381.1419999599457,1894.75,356.0529999732971,440.63700008392334,689.4739999771118,725.521999835968,999.5480000972748,1413.9700000286102,1445.0950000286102,1019.8209998607635,476.7810001373291","162.48908878352927,1807.0910000801086,640.9329998493195,1254.3180000782013,226.9229998588562,253.5460000038147,1520.576000213623,189.34299993515015,208.59299993515015,1272.2439999580383,291.94600009918213,590.135999917984,449.9539999961853,252.52100014686584,319.2869999408722,577.2379999160767,891.9190001487732,579.186999797821,224.35400009155273,418.22000002861023,192.21000003814697,651.6459999084473,401.87000012397766,475.8639998435974,516.414999961853,1026.991000175476,287.44199991226196","262.4414694894147,1139.5099999904633,222.83300018310547,472.2760000228882,595.9779999256134,125.23699998855591,218.42400002479553,500.1319999694824,6651.369999885559,565.0590000152588,7182.387000083923",0,0
2,8032,"153.8368442511552,376.0240001678467,251.91099977493286,308.64400005340576,597.6219999790192,317.5529999732971,254.4850001335144,349.38700008392334,285.3949999809265,669.204999923706,314.6749999523163,286.63499999046326,288.143000125885,698.9210000038147,895.0019998550415,285.29500007629395,290.9869999885559,318.82299995422363,321.64800000190735,320.0090000629425,286.114000082016,891.1109998226166,222.93099999427795,441.7660000324249,157.80299997329712,572.4300000667572,253.24000000953674,252.4210000038147,158.72199988365173,224.77300000190735,572.5260000228882,256.6190001964569,252.42199993133545,377.25099992752075,347.3510000705719,292.46399998664856,352.3659999370575,222.00999999046326,422.51399993896484,320.82600021362305","215.5009814826932,256.0039999485016,259.89600014686584,385.135999917984,561.5739998817444,764.8460001945496,454.87399983406067,1225.7490000724792,480.5739998817444,418.6190001964569,440.12599992752075,661.6210000514984,923.664999961853,291.63899993896484,380.7339999675751,1894.8550000190735,354.8220000267029,439.81900000572205,689.3710000514984,381.75499987602234,344.79299998283386,521.2290000915527,479.54500007629395,1413.9749999046326,550.5039999485016,323.4869999885559,569.9760000705719","170.1093089867526,319.4930000305176,697.2530000209808,1352.0150001049042,422.4099998474121,388.8200001716614,284.77899980545044,658.75,436.1840000152588,162.76400017738342,222.10899996757507,225.4889998435974,513.4460000991821,359.02300000190735,318.47199988365173,550.2090001106262,239.92899990081787,689.3710000514984,551.5800001621246,287.2960000038147,334.646999835968,261.7020001411438,289.1139998435974,157.90300011634827,283.13899993896484,288.0550000667572,318.77499985694885,227.22900009155273,890.9990000724792,128.4119999408722,483.6449999809265,642.6779999732971,222.42400002479553,647.8940000534058","241.00691868758915,156.47099995613098,575.9110000133514,224.9779999256134,191.90199995040894,745.180999994278,283.65300011634827,286.8269999027252,341.4060001373291,221.9029998779297,318.56900000572205,600.7869999408722,220.98100018501282,283.5499999523163,253.3420000076294,561.7760000228882,96.15499997138977,2043.7419998645782,1076.0440001487732,1814.2730000019073,1835.989000082016,598.548999786377,564.3410000801086,1249.9270000457764,566.5939998626709",0,0
2,8042,"154.17375797772493,286.6579999923706,347.76200008392334,254.88100004196167,318.6779999732971,284.0659999847412,1016.0429999828339,543.8440001010895,697.8949999809265,1213.680999994278,259.49000000953674,641.0419998168945,603.5640001296997,672.1729998588562,914.0480000972748,1365.226000070572,227.4340000152588,569.1480000019073,289.5920000076294,597.0079998970032,637.3559999465942,354.6210000514984,999.1419999599457,831.0940001010895,386.5699999332428","221.16957456223528,800.170000076294,2597.0190000534058,6398.189999818802,2963.621999979019,860.4850001335144,482.52099990844727,569.1470000743866,2253.7679998874664","160.70365046466537,355.33899998664856,319.07800006866455,1672.7320001125336,871.7530000209808,2091.46599984169,259.38300013542175,326.25099992752075,1287.9000000953674,287.29299998283386,2047.263000011444,2464.0069999694824,225.07999992370605,933.0889999866486,1135.3250000476837","262.35515766969536,320.3680000305176,821.1979999542236,1193.4920001029968,214.0199999809265,505.55999994277954,788.2430000305176,2210.7119998931885,614.5199999809265,602.6460001468658,1835.0649998188019,2412.3040001392365,566.1840000152588",0,0
2,8052,"154.02364512767068,311.09999990463257,1202.6219999790192,603.2560000419617,1016.1449999809265,543.8630001544952,378.7889997959137,863.462000131607,384.21600008010864,285.1929998397827,578.5770001411438,1595.9499998092651,915.585000038147,126.4670000076294,574.8870000839233,504.22699999809265,1244.0789999961853,947.7419998645782,643.904000043869,256.2130000591278,388.10599994659424,638.8840000629425,288.77500009536743","218.35044384407564,2253.0569999217987,382.8800001144409,478.7330000400543,448.7229998111725,408.89400005340576,662.5410001277924,2955.7379999160767,888.0329999923706,440.3289999961853,692.1380000114441,379.50300002098083,348.58200001716614,517.0230000019073,449.7520000934601,1478.9959998130798,843.2750000953674,566.6949999332428,799.6570000648499","164.76674978673142,1357.441999912262,1094.779000043869,1096.5169999599457,380.68099999427795,387.845999956131,1825.6330001354218,977.0179998874664,260.81700015068054,590.1389999389648,356.04900002479553,412.0629999637604,830.1670000553131,254.36500000953674,1029.343999862671,703.1970000267029,609.5009999275208,672.0650000572205,219.96099996566772,158.82599997520447,578.8810000419617,419.2350001335144,611.3409998416901","256.71281986318724,280.8440001010895,565.8689999580383,919.5610001087189,567.5089998245239,784.8070001602173,780.2019999027252,1836.7880001068115,564.75,1818.8819999694824,4246.244999885559,565.569000005722",0,0
