route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6
4,8753,21588.0::32711.0::220.05057088914862,33091.0::43437.0::208.30881500096655,43887.0::54237.0::225.0,54687.0::64317.0::193.00623052959503,64697.0::74122.0::210.59018567639257,74722.0::88512.0::300.0
4,8763,21673.0::32805.0::220.3298598634567,33185.0::43530.0::208.29023682938617,43980.0::54330.0::225.0,54780.0::64411.0::193.02569826601598,64791.0::74207.0::210.43256159728122,74807.0::88597.0::300.0
4,8471,20376.0::32515.0::202.176832129117,32895.0::43011.0::212.09302095689995,43461.0::53361.0::225.0,53811.0::62964.0::190.89549874358133,63344.0::72310.0::207.62625474012938,72910.0::87300.0::300.0
4,8461,20438.0::32577.0::202.176832129117,32957.0::43073.0::212.09302095689995,43523.0::53423.0::225.0,53873.0::63026.0::190.89549874358133,63406.0::72372.0::207.62625474012938,72972.0::87362.0::300.0
4,8441,20523.0::32671.0::202.3028314269642,33051.0::43166.0::212.0693524468611,43616.0::53516.0::225.0,53966.0::63120.0::190.9157745247979,63500.0::72457.0::207.43546946522272,73057.0::87447.0::300.0
4,8431,20590.0::32747.0::202.43620608899298,33127.0::43241.0::212.0457781293257,43691.0::53591.0::225.0,54041.0::63195.0::190.9157745247979,63575.0::72524.0::207.27315901218014,73124.0::87514.0::300.0
4,8421,20665.0::32828.0::202.5292107480573,33208.0::43321.0::212.02150697122516,43771.0::53671.0::225.0,54121.0::63275.0::190.9157745247979,63655.0::72599.0::207.17520125223615,73199.0::87589.0::300.0
4,8411,20735.0::32907.0::202.67483629560337,33287.0::43398.0::211.97324695875778,43848.0::53748.0::225.0,54198.0::63353.0::190.93615510649917,63733.0::72669.0::206.9828782452999,73269.0::87659.0::300.0
4,8401,20798.0::32979.0::202.9354612580615,33359.0::43469.0::211.94925816023738,43919.0::53819.0::225.0,54269.0::63426.0::190.97723053401768,63806.0::72732.0::206.7520725969079,73332.0::87722.0::300.0
4,8301,20873.0::33061.0::203.1430973286008,33441.0::43548.0::211.87785693084,43998.0::53898.0::225.0,54348.0::63507.0::191.01588601375695,63887.0::72807.0::206.61872197309418,73407.0::87797.0::300.0
4,8311,20944.0::33142.0::203.44718178424785,33522.0::43627.0::211.83072736269173,44077.0::53977.0::225.0,54427.0::63589.0::191.0746561886051,63969.0::72878.0::206.38427432932988,73478.0::87868.0::300.0
4,8321,21016.0::33222.0::203.69675494218575,33602.0::43708.0::211.85424500296853,44158.0::54058.0::225.0,54508.0::63672.0::191.11436054124837,64052.0::72950.0::206.16284558327715,73550.0::87940.0::300.0
4,8331,21079.0::33294.0::203.98420758408645,33674.0::43780.0::211.85424500296853,44230.0::54130.0::225.0,54580.0::63748.0::191.19502617801047,64128.0::73013.0::205.83021947101858,73613.0::88003.0::300.0
4,8341,21142.0::33364.0::204.2126629422719,33744.0::43850.0::211.85424500296853,44300.0::54200.0::225.0,54650.0::63820.0::191.2359869138495,64200.0::73076.0::205.6105227579991,73676.0::88066.0::300.0
4,8351,21209.0::33438.0::204.4453801060761,33818.0::43926.0::211.89819944598338,44376.0::54276.0::225.0,54726.0::63897.0::191.25575182640932,64277.0::73143.0::205.37660726370405,73743.0::88133.0::300.0
4,8361,21302.0::33536.0::204.6142113095238,33916.0::44023.0::211.87617492826755,44473.0::54373.0::225.0,54823.0::63999.0::191.3561464690497,64379.0::73236.0::205.1752850852433,73836.0::88226.0::300.0
4,8371,21381.0::33623.0::204.6142113095238,34003.0::44111.0::211.89819944598338,44561.0::54461.0::225.0,54911.0::64089.0::191.39703639137068,64469.0::73315.0::204.94110332353605,73915.0::88305.0::300.0
4,8764,21223.0::29807.0::227.05172413793105,30187.0::39212.0::228.95274238227148,40112.0::50012.0::225.0,50462.0::60286.0::206.12418566775244,60666.0::70555.0::190.17701486500152,74060.0::82460.0::300.0
4,8754,21291.0::29875.0::227.05172413793105,30255.0::39280.0::228.95274238227148,40180.0::50080.0::225.0,50530.0::60354.0::206.12418566775244,60734.0::70623.0::190.17701486500152,74128.0::82528.0::300.0
4,8744,21357.0::29950.0::227.39258698940998,30330.0::39354.0::228.9281914893617,40254.0::50154.0::225.0,50604.0::60429.0::206.14193384223918,60809.0::70689.0::190.0,74194.0::82594.0::300.0
4,8382,21434.0::30032.0::227.58571760874622,30412.0::39435.0::228.9037459824892,40335.0::50235.0::225.0,50685.0::60510.0::206.14193384223918,60890.0::70766.0::189.92385581206966,74271.0::82671.0::300.0
4,8372,21506.0::30492.0::176.78900511907412,30872.0::40865.0::250.11993395376763,41315.0::51665.0::225.0,52115.0::61730.0::201.58029121164847,62110.0::70838.0::189.74702108157655,74343.0::82743.0::300.0
4,8362,21583.0::30578.0::176.78671484157866,30958.0::40949.0::250.08032229006105,41399.0::51749.0::225.0,52199.0::61815.0::201.5988976705491,62195.0::70915.0::189.58715596330276,74420.0::82820.0::300.0
4,8352,21666.0::30672.0::176.79613590939374,31052.0::41041.0::249.95039543497847,41491.0::51841.0::225.0,52291.0::61907.0::201.5988976705491,62287.0::70998.0::189.41573872115717,74503.0::82903.0::300.0
4,8342,21739.0::30754.0::176.95557404326124,31134.0::41118.0::249.6271033653846,41568.0::51918.0::225.0,52368.0::61986.0::201.6366188396756,62366.0::71071.0::189.286444572085,74576.0::82976.0::300.0
4,8332,21802.0::30830.0::177.20115197164378,31210.0::41189.0::249.3059925844273,41639.0::51989.0::225.0,52439.0::62058.0::201.65562948331427,62438.0::71134.0::189.0999310027599,74639.0::83039.0::300.0
4,8322,21865.0::30902.0::177.38170853159235,31282.0::41258.0::249.1143744987971,41708.0::52058.0::225.0,52508.0::62128.0::201.6747401247401,62508.0::71197.0::188.96104269766371,74702.0::83102.0::300.0
4,8312,21938.0::30992.0::177.74618952948973,31372.0::41340.0::248.60724317817014,41790.0::52140.0::225.0,52590.0::62211.0::201.69395073277207,62591.0::71270.0::188.77203594884205,74775.0::83175.0::300.0
4,8302,22008.0::31073.0::177.73132928847215,31453.0::41419.0::248.48133654425044,41869.0::52219.0::225.0,52669.0::62291.0::201.71326127624195,62671.0::71340.0::188.59412850386434,74845.0::83245.0::300.0
4,8402,22072.0::31148.0::177.7298369325694,31528.0::41491.0::248.29313459801264,41941.0::52291.0::225.0,52741.0::62364.0::201.73932245661436,62744.0::71404.0::188.39988452655888,74909.0::83309.0::300.0
4,8412,22146.0::31230.0::177.73712021136063,31610.0::41569.0::248.0434280550256,42019.0::52369.0::225.0,52819.0::62444.0::201.79174025974027,62824.0::71478.0::188.275363993529,74983.0::83383.0::300.0
4,8422,22217.0::31311.0::177.7363096547174,31691.0::41648.0::247.91910213919854,42098.0::52448.0::225.0,52898.0::62525.0::201.84455178144802,62905.0::71549.0::188.07670060157335,75054.0::83454.0::300.0
4,8432,22285.0::31387.0::177.7435728411338,31767.0::41723.0::247.85707111289673,42173.0::52523.0::225.0,52973.0::62601.0::201.87110511009556,62981.0::71617.0::187.92577582213988,75122.0::83522.0::300.0
4,8442,22362.0::31466.0::177.7842706502636,31846.0::41804.0::247.9812211287407,42254.0::52604.0::225.0,53054.0::62685.0::201.95135499948086,63065.0::71694.0::187.7728010198169,75199.0::83599.0::300.0
4,8462,22449.0::31561.0::177.95127304653204,31941.0::41900.0::248.0434280550256,42350.0::52700.0::225.0,53150.0::62781.0::201.95135499948086,63161.0::71781.0::187.58410672853827,75286.0::83686.0::300.0
4,8472,22524.0::31644.0::178.125,32024.0::41983.0::248.0434280550256,42433.0::52783.0::225.0,53233.0::62866.0::202.00306238970205,63246.0::71856.0::187.38501742160278,75361.0::83761.0::300.0
5,5770F,18720.0::30720.0::290.1,31080.0::42060.0::214.2622950819672,42540.0::52860.0::221.1627906976744,53340.0::62160.0::199.3877551020408,62520.0::71640.0::220.26315789473685,72240.0::89100.0::344.18918918918916
5,5771,18900.0::30900.0::290.1,31260.0::42240.0::214.2622950819672,42720.0::53040.0::221.1627906976744,53520.0::62340.0::199.3877551020408,62700.0::71820.0::220.26315789473685,72420.0::89280.0::344.18918918918916
5,5772,18989.0::30989.0::290.1,31349.0::42329.0::214.2622950819672,42809.0::53129.0::221.1627906976744,53609.0::62429.0::199.3877551020408,62789.0::71909.0::220.26315789473685,72509.0::89369.0::344.18918918918916
5,5773,19064.0::31064.0::290.1,31424.0::42404.0::214.2622950819672,42884.0::53204.0::221.1627906976744,53684.0::62504.0::199.3877551020408,62864.0::71984.0::220.26315789473685,72584.0::89444.0::344.18918918918916
5,5806,19140.0::31140.0::290.1,31500.0::42480.0::214.2622950819672,42960.0::53280.0::221.1627906976744,53760.0::62580.0::199.3877551020408,62940.0::72060.0::220.26315789473685,72660.0::89520.0::344.18918918918916
5,5776,19320.0::30240.0::300.989010989011,30600.0::40440.0::208.53658536585365,40860.0::50760.0::226.0,51240.0::60600.0::206.92307692307693,60960.0::70380.0::193.18471337579618,71040.0::81000.0::335.06024096385545
5,5701,18960.0::27300.0::282.9496402877698,27660.0::35940.0::190.0,36420.0::45420.0::226.0,45900.0::55740.0::225.0,56220.0::66300.0::180.0,66660.0::78120.0::340.36649214659684
5,5700G,19080.0::27420.0::282.9496402877698,27780.0::36060.0::190.0,36540.0::45540.0::226.0,46020.0::55860.0::225.0,56340.0::66420.0::180.0,66780.0::78240.0::340.36649214659684
5,5704F,19169.0::27509.0::282.9496402877698,27869.0::36149.0::190.0,36629.0::45629.0::226.0,46109.0::55949.0::225.0,56429.0::66509.0::180.0,66869.0::78329.0::340.36649214659684
5,5705,19231.0::27571.0::282.9496402877698,27931.0::36211.0::190.0,36691.0::45691.0::226.0,46171.0::56011.0::225.0,56491.0::66571.0::180.0,66931.0::78391.0::340.36649214659684
5,5706,19320.0::27660.0::282.9496402877698,28020.0::36300.0::190.0,36780.0::45780.0::226.0,46260.0::56100.0::225.0,56580.0::66660.0::180.0,67020.0::78480.0::340.36649214659684
5,5707,19500.0::27840.0::282.9496402877698,28200.0::36480.0::190.0,36960.0::45960.0::226.0,46440.0::56280.0::225.0,56760.0::66840.0::180.0,67200.0::78660.0::340.36649214659684
5,2338F,18660.0::28680.0::190.95808383233532,29040.0::38400.0::197.69230769230768,38880.0::48780.0::226.0,49260.0::58320.0::196.88741721854305,58680.0::67920.0::187.7922077922078,68520.0::78780.0::345.0877192982456
5,2318G,18740.0::28760.0::190.95808383233532,29120.0::38480.0::197.69230769230768,38960.0::48860.0::226.0,49340.0::58400.0::196.88741721854305,58760.0::68000.0::187.7922077922078,68600.0::78860.0::345.0877192982456
5,2543F,18840.0::28860.0::190.95808383233532,29220.0::38580.0::197.69230769230768,39060.0::48960.0::226.0,49440.0::58500.0::196.88741721854305,58860.0::68100.0::187.7922077922078,68700.0::78960.0::345.0877192982456
5,6178,18894.0::28932.0::190.95457262402869,29292.0::38652.0::197.69230769230768,39132.0::49032.0::226.0,49512.0::58572.0::196.88741721854305,58932.0::68172.0::187.7922077922078,68772.0::79014.0::344.33919156414765
5,6179,22615.0::34042.0::236.36164347597796,34402.0::44362.0::208.55421686746988,44842.0::55162.0::225.34883720930233,55642.0::65362.0::188.5185185185185,65722.0::76495.0::222.6904761904762,77215.0::89335.0::304.96062992125985
5,2537F,22680.0::34140.0::237.01570680628274,34500.0::44460.0::208.55421686746988,44940.0::55260.0::225.34883720930233,55740.0::65460.0::188.5185185185185,65820.0::76560.0::222.4022346368715,77280.0::89400.0::304.96062992125985
5,2200F,22752.0::34229.0::237.7034503790189,34590.0::44550.0::208.57861445783132,45030.0::55350.0::225.34883720930233,55830.0::65550.0::188.5185185185185,65910.0::76632.0::222.70257414661444,77352.0::89467.0::304.9392646093237
5,2337F,22874.0::34380.0::238.95228576394925,34743.0::44703.0::208.6292168674699,45183.0::55503.0::225.34883720930233,55983.0::65703.0::188.5185185185185,66063.0::76754.0::223.44874193246656,77474.0::89580.0::304.9752826715751
5,0531,19140.0::28920.0::193.80368098159508,29280.0::39000.0::197.03703703703704,39480.0::49320.0::224.6341463414634,49800.0::58920.0::198.1578947368421,59280.0::68520.0::187.7922077922078,69120.0::79260.0::341.0059171597633
5,0511,20220.0::31200.0::230.327868852459,31560.0::41400.0::208.17073170731706,41820.0::51720.0::226.0,52140.0::60840.0::196.3448275862069,61200.0::69840.0::205.0,70440.0::79380.0::346.51006711409394
5,0501,20304.0::31284.0::230.327868852459,31644.0::41484.0::208.17073170731706,41904.0::51804.0::226.0,52224.0::60940.0::196.2193666819642,61300.0::69924.0::204.72727272727272,70524.0::79464.0::346.51006711409394
5,0601,20375.0::31355.0::230.327868852459,31715.0::41555.0::208.17073170731706,41975.0::51875.0::226.0,52295.0::61025.0::196.1340206185567,61385.0::69995.0::204.5121951219512,70595.0::79535.0::346.51006711409394
5,0611,20443.0::31423.0::230.327868852459,31783.0::41623.0::208.17073170731706,42043.0::51943.0::226.0,52363.0::61107.0::196.07136322049405,61467.0::70063.0::204.31921824104234,70663.0::79603.0::346.51006711409394
5,0621,20520.0::31500.0::230.327868852459,31860.0::41700.0::208.17073170731706,42120.0::52020.0::226.0,52440.0::61200.0::196.02739726027397,61560.0::70140.0::204.12587412587413,70740.0::79680.0::346.51006711409394
5,0702,20640.0::31680.0::230.8695652173913,32040.0::41880.0::208.17073170731706,42300.0::52200.0::226.0,52620.0::61380.0::196.02739726027397,61740.0::70260.0::201.54929577464787,70860.0::79800.0::346.51006711409394
5,0703,20734.0::31774.0::230.8695652173913,32134.0::41974.0::208.17073170731706,42394.0::52294.0::226.0,52714.0::61474.0::196.02739726027397,61834.0::70354.0::201.54929577464787,70954.0::79894.0::346.51006711409394
5,0704,20804.0::31844.0::230.8695652173913,32204.0::42044.0::208.17073170731706,42464.0::52364.0::226.0,52784.0::61544.0::196.02739726027397,61904.0::70424.0::201.54929577464787,71024.0::79964.0::346.51006711409394
5,0705,20898.0::31938.0::230.8695652173913,32298.0::42138.0::208.17073170731706,42558.0::52458.0::226.0,52878.0::61638.0::196.02739726027397,61998.0::70518.0::201.54929577464787,71118.0::80058.0::346.51006711409394
5,0706,21000.0::32040.0::230.8695652173913,32400.0::42240.0::208.17073170731706,42660.0::52560.0::226.0,52980.0::61740.0::196.02739726027397,62100.0::70620.0::201.54929577464787,71220.0::80160.0::346.51006711409394
5,6253,21079.0::31786.0::233.84743625665453,32146.0::41866.0::205.55555555555554,42346.0::52186.0::224.6341463414634,52666.0::61486.0::197.3469387755102,61846.0::70726.0::200.67567567567568,71326.0::80239.0::345.4195557051498
5,6423F,21180.0::31920.0::235.47486033519553,32280.0::42000.0::205.55555555555554,42480.0::52320.0::224.6341463414634,52800.0::61620.0::197.3469387755102,61980.0::70860.0::200.67567567567568,71460.0::80340.0::344.18918918918916
5,6424F,21360.0::32940.0::228.65284974093265,33420.0::43440.0::210.35928143712576,43860.0::54120.0::224.03508771929825,54540.0::64200.0::187.26708074534162,64560.0::75180.0::226.61016949152543,75960.0::88080.0::304.96062992125985
5,6209,21437.0::33042.0::228.8334769495907,33522.0::43542.0::210.35928143712576,43962.0::54222.0::224.03508771929825,54642.0::64302.0::187.26708074534162,64662.0::75282.0::226.61016949152543,76037.0::88157.0::304.96062992125985
5,0722,21540.0::33180.0::229.17525773195877,33660.0::43680.0::210.35928143712576,44100.0::54360.0::224.03508771929825,54780.0::64440.0::187.26708074534162,64800.0::75420.0::226.61016949152543,76140.0::88260.0::304.96062992125985
5,0723,21608.0::33261.0::229.4623272976916,33741.0::43748.0::209.93949235535126,44168.0::54441.0::224.29129757617054,54861.0::64521.0::187.26708074534162,64881.0::75488.0::226.6752616196851,76208.0::88328.0::304.96062992125985
5,0724,21692.0::33002.0::231.44562334217505,33362.0::43352.0::209.4144144144144,43832.0::54542.0::224.07563025210084,54962.0::64622.0::187.26708074534162,64982.0::75572.0::226.78470254957506,76292.0::88412.0::304.96062992125985
5,0725,21752.0::33075.0::231.77289587565133,33435.0::43412.0::209.03122181016337,43892.0::54615.0::224.3574093070969,55035.0::64695.0::187.26708074534162,65055.0::75632.0::226.88706627588164,76352.0::88472.0::304.96062992125985
5,0726,21840.0::33180.0::232.22222222222223,33540.0::43500.0::208.55421686746988,43980.0::54720.0::224.7486033519553,55140.0::64800.0::187.26708074534162,65160.0::75720.0::227.04545454545453,76440.0::88560.0::304.96062992125985
5,0626,21960.0::33360.0::234.94736842105263,33720.0::43680.0::208.55421686746988,44160.0::54900.0::224.7486033519553,55320.0::64980.0::187.26708074534162,65340.0::75840.0::225.0857142857143,76560.0::88680.0::304.96062992125985
5,0616,22038.0::33438.0::235.1382456140351,33798.0::43758.0::208.55421686746988,44238.0::54994.0::225.05094830792115,55414.0::65074.0::187.26708074534162,65434.0::75918.0::224.89202594429608,76638.0::88758.0::304.96062992125985
5,0606,22106.0::33506.0::235.32640350877193,33866.0::43826.0::208.55421686746988,44306.0::55075.0::225.31344600241434,55495.0::65155.0::187.26708074534162,65515.0::75986.0::224.75222041829815,76706.0::88826.0::304.96062992125985
5,0506,22176.0::33576.0::235.58035087719298,33936.0::43896.0::208.55421686746988,44376.0::54680.0::224.96583850931677,55160.0::64880.0::188.5185185185185,65240.0::76056.0::223.12573964497042,76776.0::88896.0::304.96062992125985
5,0516,22260.0::33660.0::235.89473684210526,34020.0::43980.0::208.55421686746988,44460.0::54780.0::225.34883720930233,55260.0::64980.0::188.5185185185185,65340.0::76140.0::223.0,76860.0::88980.0::304.96062992125985
5,0526,22380.0::33780.0::235.89473684210526,34140.0::44100.0::208.55421686746988,44580.0::54900.0::225.34883720930233,55380.0::65100.0::188.5185185185185,65460.0::76260.0::223.0,76980.0::89100.0::304.96062992125985
5,5714,19020.0::29100.0::191.07142857142858,29460.0::38820.0::197.69230769230768,39300.0::49200.0::226.0,49680.0::58740.0::196.88741721854305,59100.0::68340.0::187.7922077922078,68940.0::79140.0::342.70588235294116
5,6177,22560.0::33960.0::235.89473684210526,34320.0::44280.0::208.55421686746988,44760.0::55080.0::225.34883720930233,55560.0::65280.0::188.5185185185185,65640.0::76440.0::223.0,77160.0::89280.0::304.96062992125985
10,5921G,19620.0::31560.0::244.9748743718593,31980.0::42060.0::215.35714285714286,42540.0::52800.0::224.3859649122807,53220.0::62280.0::190.9271523178808,62640.0::71340.0::225.31034482758622,71940.0::83100.0::331.5929203539823
