route_id,stop_id,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10,Cluster11,Cluster12
2,8731,"257.6659397206567,1258.5210001468658,964.2159998416901,878.8120000362396,4951.4349999427795,1536.1330001354218,1534.7089998722076,1955.1760001182556,587.6870000362396,382.46799993515015,388.92400002479553,355.3359999656677,975.7880001068115,617.829999923706,296.00300002098083,908.308000087738,517.845999956131,388.3109998703003,452.7220001220703,517.335000038147,394.96599984169006,556.9680001735687,556.7649998664856,452.41100001335144,812.0520000457764,391.89599990844727,258.6690001487732,1978.4199998378754,388.20700001716614,841.4379999637604,281.6060001850128","190.0,385.8489999771118,745.789999961853,1327.7460000514984,418.3120000362396,583.6889998912811,297.37599992752075,257.23600006103516,224.66799998283386,563.3110001087189,320.4140000343323,253.44599986076355,387.8990001678467,574.2739999294281,776.6210000514984,1004.2239999771118,259.4229998588562,1192.0620000362396,485.27500009536743,487.5369999408722,453.43499994277954,1685.018000125885,326.25300002098083,379.6050000190735,509.760999917984,256.72000002861023,420.9779999256134,224.15700006484985,580.5169999599457,316.01399993896484,893.2560000419617,974.5629999637604,295.0199999809265,324.0,875.3289999961853","286.4848708487085,527.8789999485016,1009.8800001144409,260.20099997520447,323.8949999809265,712.305999994278,626.1879999637604,461.9370000362396,521.3289999961853,687.4270000457764,491.32800006866455,627.1150000095367,686.305999994278,485.39299988746643,619.9500000476837,555.1270000934601,624.5549998283386,585.1270000934601,742.8289999961853,570.4839999675751,507.6089999675751,599.2599999904633,572.9409999847412,2477.003000020981,513.75",0,0,0
2,8742,"245.39383366930272,730.0249998569489,704.0150001049042,704.8310000896454,732.8939998149872,480.57599997520447,608.375,577.0410001277924,671.5550000667572,482.62199997901917,420.9800000190735,452.9249999523163,450.77099990844727,453.2330000400543,420.3589999675751,488.5610001087189,419.84699988365173,490.6080000400543,426.1949999332428,451.0810000896454,585.0239999294281,421.5900001525879,389.4389998912811,388.00099992752075,453.4370000362396,458.5590000152588,425.6870000362396,557.9790000915527,386.3789999485016,423.94199991226196,453.0900001525879,422.25,391.8949999809265,1519.6569998264313,390.9720001220703,388.51399993896484,387.79699993133545,356.97300004959106,380.86500000953674","190.0,388.30599999427795,125.85199999809265,553.0710000991821,325.43499994277954,451.08200001716614,326.6619999408722,548.7720000743866,454.4579999446869,424.35399985313416,291.12900018692017,263.1729998588562,427.72000002861023,349.3029999732971,223.74900007247925,546.7260000705719,382.57599997520447,451.2699999809265,295.2449998855591,327.9960000514984,803.2450001239777,260.08799982070923,258.375,447.49699997901917,324.92000007629395,322.15000009536743,356.6689999103546,390.55800008773804,356.8699998855591,293.99500012397766,710.8680000305176,325.8439998626709,449.7520000934601,354.41100001335144,700.3289999961853,352.8789999485016,292.97300004959106,256.7239999771118,449.1340000629425,258.77099990844727,573.8610000610352,225.28600001335144,315.39999985694885,545.805999994278,494.39800000190735","280.2289675595639,421.9979999065399,257.3360002040863,517.8429999351501,529.9270000457764,451.7960000038147,328.91100001335144,453.53399991989136,358.3800001144409,581.0529999732971,626.2909998893738,494.19199991226196,587.1730000972748,621.8900001049042,588.4049999713898,593.731999874115,917.3289999961853,290.3129999637604,586.6740000247955,586.4570000171661,626.297000169754,618.2869999408722,610.5439999103546,666.3310000896454,510.271999835968,598.4400000572205,572.8389999866486,1808.625",0,0,0
2,8292,"245.39383366930272,1409.976000070572,759.4140000343323,451.80099987983704,2341.026999950409,420.33000016212463,450.70700001716614,454.25300002098083,452.2079999446869,423.125,940.970999956131,456.19900012016296,426.0939998626709,1877.5490000247955,355.5390000343323,944.7649998664856,428.4539999961853,941.8949999809265,421.5590000152588,421.52300000190735,849.0199999809265,1489.5500001907349,389.84500002861023,422.5130000114441,352.46799993515015,354.10599994659424,384.72300004959106","190.0,385.539999961853,163.53600001335144,1619.3899998664856,1006.2960000038147,423.6410000324249,325.8420000076294,329.9370000362396,356.356999874115,318.3670001029968,256.92700004577637,576.2189998626709,352.6930000782013,420.2430000305176,325.6400001049042,263.36699986457825,871.0490000247955,259.3840000629425,253.8550000190735,454.0499999523163,291.02499985694885,709.4350001811981,324.81699991226196,422.7130000591278,293.07299995422363,679.8440001010895,358.4069998264313,766.7870001792908,706.3709998130798,675.2410001754761,224.9779999256134,484.9760000705719,218.2189998626709,838.574000120163,1324.266000032425","280.2695982773703,1758.337000131607,2770.061999797821,527.4740002155304,554.6099998950958,618.4079999923706,1184.888000011444,913.8619999885559,292.46399998664856,589.5360000133514,1243.1710000038147,1222.891000032425,634.9979999065399,4289.524000167847",0,0,0
2,8282,"244.32678562376438,667.2000000476837,734.885999917984,707.5989999771118,758.699000120163,453.2349998950958,576.7339999675751,607.0440001487732,673.3980000019073,514.8799998760223,389.33700013160706,449.6449999809265,453.6399998664856,452.5160000324249,423.94400000572205,487.0260000228882,911.5769999027252,454.1520001888275,422.20700001716614,616.8689999580383,421.1819999217987,387.79900002479553,355.9489998817444,456.3050000667572,491.125,393.32800006866455,554.0999999046326,420.768000125885,419.2369999885559,424.25499987602234,458.047000169754,358.5130000114441,1164.523999929428,356.5639998912811,390.5720000267029,420.9670000076294,704.6280000209808,386.87400007247925,514.5679998397827","190.0,132.09800004959106,552.4579999446869,322.9800000190735,453.2300000190735,320.6199998855591,553.1730000972748,454.356999874115,456.71399998664856,326.7640001773834,298.0899999141693,354.8220000267029,318.98799991607666,287.3340001106262,545.702999830246,350.422000169754,422.3090000152588,326.0499999523163,295.22699999809265,837.7539999485016,259.2829999923706,253.9579999446869,451.89800000190735,293.6870000362396,322.15000009536743,388.41299986839294,326.3470001220703,420.1579999923706,293.37999987602234,681.4850001335144,358.6099998950958,420.72900009155273,344.62400007247925,708.7269999980927,383.0869998931885,287.82999992370605,228.68799996376038,481.90300011634827,216.37700009346008,613.6959998607635,194.1560001373291,314.99000000953674,551.8469998836517,489.99399995803833,326.9690001010895","282.63838823285687,228.04899978637695,557.779000043869,519.3800001144409,420.8699998855591,361.1670000553131,455.1730000972748,355.3329999446869,553.9930000305176,657.9879999160767,524.1419999599457,589.6319999694824,555.2260000705719,622.6089999675751,592.8129999637604,911.3870000839233,326.2579998970032,558.0030000209808,585.9409999847412,624.4520001411438,617.0929999351501,637.6480000019073,633.1519999504089,508.42900013923645,601.510999917984,599.8729999065399,1811.7990000247955",0,0,0
2,8272,"245.39383366930272,1431.683000087738,706.2679998874664,765.2530000209808,450.3680000305176,609.4019999504089,2153.321000099182,449.4399998188019,453.3340001106262,454.05200004577637,455.89299988746643,912.1950001716614,454.04899978637695,418.8510000705719,458.22500014305115,1066.3149998188019,455.99699997901917,256.210000038147,2317.5280001163483,1301.0709998607635,1295.7420001029968,1395.191999912262,321.0460000038147,413.89400005340576,385.8489999771118","190.0,353.9960000514984,164.96799993515015,550.3090000152588,325.0309998989105,420.9690001010895,350.1119999885559,980.7019999027252,419.64400005340576,428.55200004577637,262.45300006866455,318.981999874115,318.2660000324249,321.44000005722046,511.91100001335144,353.595999956131,423.02500009536743,327.4839999675751,291.0279998779297,842.3619999885559,254.88000011444092,284.57599997520447,713.3280000686646,328.91299986839294,385.9500000476837,324.50999999046326,422.92000007629395,288.46299982070923,683.7350001335144,388.00099992752075,388.7190001010895,1406.1900000572205,320.4210000038147,226.50799989700317,510.67899990081787,226.51400017738342,609.6009998321533,186.4760000705719,325.22900009155273,483.23799991607666,524.0929999351501","280.2695982773703,420.87600016593933,197.21999979019165,556.4470000267029,1333.2640001773834,422.40499997138977,357.4830000400543,1214.702999830246,518.6570000648499,590.9449999332428,1181.3340001106262,595.0639998912811,1202.933000087738,585.4400000572205,1827.375,635.7149999141693,668.0729999542236,1076.9680001735687,595.981999874115,2683.954999923706",0,0,0
2,8012,"245.4150860509587,728.1799998283386,705.4480001926422,738.0119998455048,732.7920000553131,450.57299995422363,579.2430000305176,1276.4969999790192,518.5720000267029,391.4830000400543,446.98099994659424,452.6180000305176,456.09800004959106,422.92199993133545,517.8450000286102,424.5569999217987,454.7669999599457,454.76700019836426,455.1599998474121,583.5060000419617,454.25999999046326,450.46799993515015,259.27999997138977,427.1210000514984,492.4539999961853,425.3819999694824,548.672000169754,424.9670000076294,1299.901999950409,1519.5550000667572,327.0719997882843,421.79500007629395,419.95099997520447,357.07599997520447,380.4230000972748,386.6689999103546","190.0,163.7409999370575,548.364000082016,324.4099998474121,421.48600006103516,352.3659999370575,650.864000082016,779.1510000228882,430.3179998397827,228.86700010299683,637.6570000648499,354.3120000362396,511.80799984931946,321.33700013160706,421.90199995040894,361.26399993896484,257.26399993896484,840.7070000171661,286.31700015068054,255.59500002861023,457.0189998149872,287.3380000591278,294.6080000400543,390.25099992752075,355.33200001716614,681.3789999485016,681.8940000534058,384.72500014305115,388.41099977493286,350.52300000190735,733.712000131607,358.510999917984,287.4430000782013,254.77500009536743,479.55099987983704,231.42899990081787,607.451000213623,216.3769998550415,808.7730000019073,496.03600001335144","280.2695982773703,225.89800000190735,524.7039999961853,556.2439999580383,387.382000207901,391.2779998779297,455.14600014686584,326.5849997997284,549.9020001888275,661.9210000038147,519.9989998340607,1180.595999956131,590.8650000095367,560.8610000610352,943.0329999923706,324.92700004577637,555.7400000095367,1210.1970000267029,614.8239998817444,635.920000076294,635.5099999904633,537.8180000782013,604.1740000247955,559.9359998703003,1215.3069999217987",0,0,0
2,8022,"244.40098307489612,728.6950001716614,673.8029999732971,1471.829999923706,448.62800002098083,1891.0680000782013,905.9570000171661,868.5729999542236,454.970999956131,457.53399991989136,483.2330000400543,425.31500005722046,1981.8499999046326,420.672000169754,450.875,1637.6219999790192,941.5869998931885,387.3910000324249,2465.345999956131,1871.5010001659393,1261.6889998912811","190.0,677.8010001182556,355.6419999599457,389.2300000190735,358.2019999027252,614.4089999198914,814.9170000553131,1295.4830000400543,1184.3889999389648,422.61500000953674,361.1749999523163,1130.420000076294,545.6340000629425,421.75600004196167,1001.8929998874664,293.3819999694824,453.84100008010864,1361.1269998550415,706.0610001087189,2144.920000076294,1024.329999923706,1304.7060000896454,1002.8199999332428","282.63838823285687,1109.5190000534058,359.9379999637604,422.5069999694824,2482.733999967575,587.7890000343323,592.6029999256134,2094.1440000534058,1466.0030000209808,1236.6129999160767,1306.5540001392365,504.12800002098083,604.5839998722076,588.710000038147,1187.555999994278",0,0,0
2,8032,"245.48005683285973,727.8669998645782,675.3420000076294,734.8180000782013,735.2709999084473,451.2960000038147,573.6550002098083,668.0759999752045,1163.9739999771118,356.49699997901917,904.0039999485016,452.7190001010895,456.20099997520447,484.92199993133545,425.5329999923706,457.83700013160706,940.6589999198914,581.345999956131,453.95099997520447,420.3600001335144,260.6139998435974,426.30200004577637,522.6630001068115,1399.2249999046326,357.44600009918213,518.9179999828339,1914.2139999866486,747.9459998607635,449.54500007629395,706.1640000343323,385.74699997901917","190.0,490.4010000228882,549.1870000362396,352.56900000572205,388.81900000572205,975.8869998455048,814.712000131607,429.0620000362396,225.0789999961853,350.62999987602234,287.3340001106262,354.41699981689453,541.7080001831055,323.7979998588562,392.5350000858307,359.6119999885559,260.0,868.6789999008179,284.5770001411438,681.5829999446869,291.53200006484985,322.77300000190735,391.9869999885559,745.1269998550415,262.84100008010864,710.9500000476837,800.0680000782013,291.3349997997284,766.5840001106262,321.72499990463257,548.3849999904633,512.422000169754,224.87599992752075,602.1259999275208,194.05299997329712,1304.297000169754","280.3001210979548,452.45099997520447,193.4359998703003,560.6470000743866,583.8919999599457,747.5130000114441,423.239000082016,880.6619999408722,692.5409998893738,521.1240000724792,1180.9049999713898,559.5280001163483,593.2219998836517,905.6560001373291,326.4609999656677,587.8959999084473,554.6150000095367,1233.7480001449585,672.9869999885559,635.0999999046326,503.51399993896484,603.4570000171661,618.8170001506805,1762.0299999713898",0,0,0
2,8042,"244.40098307489612,1404.5469999313354,8805.572000026703,8372.427000045776,386.87400007247925,6148.721999883652","190.0,10506.555000066757,483.0329999923706,1016.0329999923706","280.3134544231416,224.3140001296997,2285.138999938965,914.3369998931885,4778.016000032425,1108.6840000152588",0,0,0
2,8052,"242.38357568068702,672.6640000343323,700.5329999923706,735.8659999370575,2859.084000110626,385.3250000476837,874.1159999370575,456.4059998989105,453.845999956131,553.3780000209808,876.8660001754761,907.3869998455048,1035.5970001220703,422.3049998283386,1245.2170000076294,359.43300008773804,582.7690000534058,777.3389999866486,491.12400007247925,2301.9079999923706,840.7229998111725,315.19200015068054,774.4639999866486,517.0260000228882,326.7630000114441,159.13299989700317,908.9219999313354","190.0,1363.65900015831,782.4789998531342,457.63300013542175,223.13299989700317,639.7060000896454,865.5069999694824,324.0020000934601,393.53399991989136,387.7119998931885,258.34500002861023,1124.2740001678467,292.45899987220764,1005.2650001049042,422.106999874115,1005.0699999332428,1072.1490001678467,410.94000005722046,315.8089997768402,806.8280000686646,288.97900009155273,516.5160000324249,829.7709999084473,541.5,195.69000005722046,1656.4559998512268,2122.6760001182556","285.04465426664774,452.7149999141693,389.12600016593933,882.0899999141693,1181.9279999732971,621.2730000019073,1148.651999950409,2411.087000131607,2710.4930000305176,856.9019999504089,636.635999917984,1744.204999923706",0,0,0
2,8062,"244.41178109956928,705.3450000286102,701.4539999961853,705.1419999599457,735.0480000972748,449.13899993896484,575.606999874115,800.8890001773834,514.8799998760223,520.1040000915527,351.31699991226196,452.4340000152588,453.6410000324249,458.55999994277954,453.02300000190735,490.0940001010895,455.5859999656677,419.84699988365173,488.4610002040863,551.6379997730255,970.6740000247955,387.893000125885,294.00600004196167,425.9949998855591,526.9630000591278,388.00300002098083,550.8780000209808,454.09800004959106,324.8219997882843,522.1510000228882,1489.7560000419617,454.66600012779236,325.02499985694885,421.4869999885559,451.3880000114441,283.55200004577637,418.6180000305176,387.28200006484985,519.9949998855591","190.0,130.35799980163574,584.308000087738,324.7170000076294,382.67700004577637,391.4800000190735,589.6289999485016,386.67199993133545,428.55200004577637,454.2520000934601,189.44299983978271,386.67000007629395,255.90400004386902,446.7829999923706,451.28799986839294,325.33300018310547,394.7630000114441,386.41799998283386,223.04299998283386,900.6659998893738,260.0350000858307,257.86500000953674,451.3309998512268,292.8680000305176,294.40300011634827,420.5639998912811,260.0970001220703,488.0460000038147,224.15699982643127,743.132000207901,358.09999990463257,447.49699997901917,280.37800002098083,807.6470000743866,259.1799998283386,352.56900000572205,194.25800013542175,604.4800000190735,225.28600001335144,541.6089999675751,161.58899998664856,326.0499999523163,489.99399995803833,843.6890001296997","280.3403174816708,485.58899998664856,204.1859998703003,519.3800001144409,619.3220000267029,324.8159999847412,421.9949998855591,391.6879999637604,353.7960000038147,560.0429999828339,657.0060000419617,523.6849999427795,586.5610001087189,624.3440001010895,526.867999792099,589.9450001716614,909.8559999465942,361.7890000343323,551.2360000610352,560.6559998989105,617.5880000591278,642.2690000534058,886.8049998283386,381.04100012779236,507.9159998893738,602.0230000019073,1778.0069999694824",0,0,0
